pmid,analysis_index,analysis_id,analysis_name,analysis_description,table_id,coordinate_count,coordinate_spaces,coordinates_json,invalid_point_count,dementia_all__include,dementia_all__confidence,dementia_all__reasoning,dementia_all__inclusion_criteria_applied,dementia_all__exclusion_criteria_applied,dementia_decreasing_activity__include,dementia_decreasing_activity__confidence,dementia_decreasing_activity__reasoning,dementia_decreasing_activity__inclusion_criteria_applied,dementia_decreasing_activity__exclusion_criteria_applied,structural__include,structural__confidence,structural__reasoning,structural__inclusion_criteria_applied,structural__exclusion_criteria_applied,functional__include,functional__confidence,functional__reasoning,functional__inclusion_criteria_applied,functional__exclusion_criteria_applied
23670951,0,23670951_analysis_0,AD and controls,,9,16,MNI,"[[16.0, 70.0, -4.0], [64.0, -32.0, -8.0], [4.0, -54.0, 22.0], [-38.0, -34.0, 36.0], [-24.0, -16.0, -24.0], [62.0, -58.0, -22.0], [12.0, 20.0, 40.0], [-60.0, -22.0, -32.0], [-26.0, 18.0, -12.0], [6.0, -76.0, 56.0], [26.0, -4.0, -38.0], [22.0, 6.0, -28.0], [-54.0, -22.0, 24.0], [-48.0, -50.0, 6.0], [20.0, -34.0, -4.0], [30.0, 10.0, 28.0]]",0,True,,"Global criteria are met: the analysis uses whole-brain VBM group-level voxelwise maps from a study of bvFTD and AD patients, and thus qualifies as part of the dementia experiment set.","[""GLOBAL_I1"", ""GLOBAL_I2"", ""GLOBAL_I3""]",[],False,,This analysis is specific to AD versus controls and does not report decreases in activity/gray matter for the bvFTD group; the local inclusion criterion DEMENTIA_DECREASING_ACTIVITY_I1 is not met.,[],[],True,,"This analysis uses Voxel-Based Morphometry (VBM) whole-brain voxelwise maps, meeting structural inclusion criteria.","[""GLOBAL_I1"", ""GLOBAL_I2"", ""GLOBAL_I3"", ""STRUCTURAL_I1""]",[],False,,Excluded because the analysis uses structural VBM rather than functional imaging modalities; missing FUNCTIONAL_I1.,[],[]
23670951,1,23670951_analysis_1,bvFTD and controls,,9,4,MNI,"[[0.0, 46.0, 2.0], [34.0, 24.0, -34.0], [-10.0, 24.0, -26.0], [28.0, -12.0, -20.0]]",0,True,,Global criteria are met: whole-brain VBM analysis of bvFTD patients and controls is included in the dementia experiment set.,"[""GLOBAL_I1"", ""GLOBAL_I2"", ""GLOBAL_I3""]",[],True,,"This analysis reports regions of significant gray matter intensity decrease in the bvFTD group relative to controls (Control > bvFTD / bvFTD < Control), satisfying the local inclusion criterion.","[""GLOBAL_I1"", ""GLOBAL_I2"", ""GLOBAL_I3"", ""DEMENTIA_DECREASING_ACTIVITY_I1""]",[],True,,This is a VBM whole-brain voxelwise analysis and meets structural inclusion criteria.,"[""GLOBAL_I1"", ""GLOBAL_I2"", ""GLOBAL_I3"", ""STRUCTURAL_I1""]",[],False,,Excluded because the analysis uses structural VBM rather than functional imaging modalities; missing FUNCTIONAL_I1.,[],[]
23670951,2,23670951_analysis_2,Regions of overlap,,10,4,MNI,"[[26.0, 12.0, -30.0], [16.0, 70.0, -4.0], [0.0, 46.0, 8.0], [26.0, -16.0, -20.0]]",0,True,,Global criteria are met: whole-brain VBM overlap analysis of bvFTD and AD patient groups is part of the dementia experiments.,"[""GLOBAL_I1"", ""GLOBAL_I2"", ""GLOBAL_I3""]",[],True,,"This analysis reports common regions of gray matter intensity decrease that correlate with recall performance in both bvFTD and AD patients, fulfilling the local inclusion criterion for bvFTD decreases.","[""GLOBAL_I1"", ""GLOBAL_I2"", ""GLOBAL_I3"", ""DEMENTIA_DECREASING_ACTIVITY_I1""]",[],True,,This analysis uses VBM whole-brain voxelwise methods and thus meets structural inclusion criteria.,"[""GLOBAL_I1"", ""GLOBAL_I2"", ""GLOBAL_I3"", ""STRUCTURAL_I1""]",[],False,,Excluded because the analysis uses structural VBM rather than functional imaging modalities; missing FUNCTIONAL_I1.,[],[]
23670951,3,23670951_analysis_3,AD and controls,Voxel‐based morphometry results showing regions of significant grey matter intensity decrease that correlate with recall performance unique to Alzheimer's disease (AD) and behavioral variant frontotemporal dementia (bvFTD) groups,11,15,MNI,"[[66.0, -38.0, -22.0], [10.0, 60.0, -6.0], [8.0, -56.0, 20.0], [-38.0, -36.0, 36.0], [-22.0, -16.0, -24.0], [62.0, -58.0, -24.0], [14.0, 20.0, 38.0], [-64.0, -16.0, -34.0], [-24.0, 16.0, -12.0], [8.0, -74.0, 50.0], [26.0, -6.0, -40.0], [-58.0, -26.0, 24.0], [-46.0, -50.0, 6.0], [24.0, -34.0, -4.0], [36.0, 10.0, 26.0]]",0,True,,Global criteria are met: whole-brain VBM analysis of regions unique to AD (vs controls) is included in the dementia experiment set.,"[""GLOBAL_I1"", ""GLOBAL_I2"", ""GLOBAL_I3""]",[],False,,This analysis is specific to AD (unique to AD) and does not report decreases in gray matter for the bvFTD group; the local inclusion criterion DEMENTIA_DECREASING_ACTIVITY_I1 is not met.,[],[],True,,This is a VBM whole-brain voxelwise analysis (regions unique to AD and controls) meeting structural inclusion criteria.,"[""GLOBAL_I1"", ""GLOBAL_I2"", ""GLOBAL_I3"", ""STRUCTURAL_I1""]",[],False,,Excluded because the analysis uses structural VBM rather than functional imaging modalities; missing FUNCTIONAL_I1.,[],[]
23670951,4,23670951_analysis_4,bvFTD and Controls,Voxel‐based morphometry results showing regions of significant grey matter intensity decrease that correlate with recall performance unique to Alzheimer's disease (AD) and behavioral variant frontotemporal dementia (bvFTD) groups,11,3,MNI,"[[16.0, 68.0, -8.0], [42.0, 2.0, -44.0], [-28.0, 16.0, -28.0]]",0,True,,Global criteria are met: whole-brain VBM analysis of regions unique to bvFTD (vs controls) is included in the dementia experiment set.,"[""GLOBAL_I1"", ""GLOBAL_I2"", ""GLOBAL_I3""]",[],True,,"This analysis reports regions of gray matter intensity decrease unique to the bvFTD group relative to controls (bvFTD < Control), satisfying the local inclusion criterion.","[""GLOBAL_I1"", ""GLOBAL_I2"", ""GLOBAL_I3"", ""DEMENTIA_DECREASING_ACTIVITY_I1""]",[],True,,This analysis uses VBM whole-brain voxelwise methods (regions unique to bvFTD vs controls) and meets structural inclusion criteria.,"[""GLOBAL_I1"", ""GLOBAL_I2"", ""GLOBAL_I3"", ""STRUCTURAL_I1""]",[],False,,Excluded because the analysis uses structural VBM rather than functional imaging modalities; missing FUNCTIONAL_I1.,[],[]
23805313,0,23805313_analysis_0,ANGER,Ekman 60,pone-0067457-t003,6,MNI,"[[-58.0, -48.0, -6.0], [-50.0, -68.0, 40.0], [20.0, -74.0, 18.0], [-10.0, -36.0, -4.0], [-44.0, -14.0, 30.0], [-36.0, 38.0, 2.0]]",0,False,,"Excluded because GLOBAL_I2 is not met: the sample includes multiple FTD subtypes (behavioural-variant, semantic dementia, progressive nonfluent aphasia) and healthy controls rather than only bvFTD patients with no concurrent psychiatric diagnosis or other dementia, as required by GLOBAL_I2.",[],[],False,,"Excluded because GLOBAL_I2 is not met: the sample includes other FTD subtypes and controls rather than only bvFTD without comorbidity, violating the global inclusion requirement.",[],[],False,,"Excluded because GLOBAL_I2 is not met: although the analysis uses VBM and is whole-brain, the sample does not consist solely of bvFTD patients without other dementia subtypes as required.",[],[],False,,Excluded because GLOBAL_I2 is not met: the study sample includes multiple FTD subtypes and controls rather than only bvFTD without comorbidity required for global inclusion.,[],[]
23805313,1,23805313_analysis_1,ANGER,Caricatures,pone-0067457-t003,6,MNI,"[[-36.0, 6.0, -44.0], [-22.0, 16.0, -26.0], [-60.0, -6.0, -24.0], [-18.0, -94.0, -12.0], [-50.0, -42.0, -4.0], [40.0, 24.0, -38.0]]",0,False,,"Excluded because GLOBAL_I2 is not met: the sample includes multiple FTD subtypes (behavioural-variant, semantic dementia, progressive nonfluent aphasia) and healthy controls rather than only bvFTD patients without comorbidity.",[],[],False,,Excluded because GLOBAL_I2 is not met: analysis sample does not meet the requirement of only bvFTD patients without concurrent diagnoses or other dementia.,[],[],False,,"Excluded because GLOBAL_I2 is not met: despite being a VBM whole-brain analysis, the participant sample includes other FTD subtypes and controls, violating GLOBAL_I2.",[],[],False,,Excluded because GLOBAL_I2 is not met: study sample is not limited to bvFTD without comorbidity as required by the global inclusion criteria.,[],[]
23805313,2,23805313_analysis_2,DISGUST,Ekman 60,pone-0067457-t003,4,MNI,"[[-36.0, 12.0, -18.0], [2.0, -2.0, -2.0], [32.0, 6.0, -20.0], [-38.0, 22.0, -42.0]]",0,False,,"Excluded because GLOBAL_I2 is not met: participant group includes semantic dementia and progressive nonfluent aphasia as well as behavioural-variant FTD and healthy controls, not exclusively bvFTD without comorbidity.",[],[],False,,Excluded because GLOBAL_I2 is not met: sample composition violates the requirement of bvFTD-only participants without other dementia or psychiatric diagnoses.,[],[],False,,"Excluded because GLOBAL_I2 is not met: although modality is VBM and analysis is whole-brain, the sample is not limited to bvFTD-only patients.",[],[],False,,Excluded because GLOBAL_I2 is not met: does not meet the required sample restriction to bvFTD without comorbidities or other dementia types.,[],[]
23805313,3,23805313_analysis_3,DISGUST,Caricatures,pone-0067457-t003,3,MNI,"[[-42.0, 0.0, -12.0], [-42.0, 20.0, -28.0], [-54.0, -64.0, 8.0]]",0,False,,Excluded because GLOBAL_I2 is not met: participant sample includes multiple FTD subtypes and controls rather than exclusively bvFTD without comorbidity.,[],[],False,,"Excluded because GLOBAL_I2 is not met: sample includes semantic dementia and PNFA in addition to bvFTD, violating the bvFTD-only requirement.",[],[],False,,"Excluded because GLOBAL_I2 is not met: despite being a VBM whole-brain analysis, the participant composition does not satisfy the bvFTD-only requirement.",[],[],False,,Excluded because GLOBAL_I2 is not met: the required sample restriction to only bvFTD patients without comorbidity is not fulfilled.,[],[]
23805313,4,23805313_analysis_4,FEAR,Ekman 60,pone-0067457-t003,4,MNI,"[[40.0, 2.0, -48.0], [-4.0, 48.0, 6.0], [26.0, -12.0, -24.0], [-38.0, -16.0, -42.0]]",0,False,,"Excluded because GLOBAL_I2 is not met: the study sample includes other FTD variants and controls, not exclusively bvFTD without concurrent diagnoses.",[],[],False,,Excluded because GLOBAL_I2 is not met: sample composition violates the bvFTD-only requirement.,[],[],False,,"Excluded because GLOBAL_I2 is not met: even though modality is VBM and analysis is whole-brain, participants are not restricted to bvFTD-only.",[],[],False,,Excluded because GLOBAL_I2 is not met: the participant sample does not meet the bvFTD-only inclusion requirement.,[],[]
23805313,5,23805313_analysis_5,FEAR,Caricatures,pone-0067457-t003,8,MNI,"[[4.0, 26.0, -28.0], [40.0, -32.0, 8.0], [22.0, 16.0, -6.0], [10.0, 68.0, -6.0], [28.0, -10.0, -28.0], [6.0, -68.0, 60.0], [22.0, -102.0, -6.0], [-12.0, -88.0, -6.0]]",0,False,,Excluded because GLOBAL_I2 is not met: includes semantic dementia and PNFA participants and healthy controls rather than exclusively bvFTD without comorbidity.,[],[],False,,Excluded because GLOBAL_I2 is not met: does not satisfy requirement for only bvFTD patients without other diagnoses.,[],[],False,,Excluded because GLOBAL_I2 is not met: VBM modality is present but sample is not bvFTD-only as required.,[],[],False,,"Excluded because GLOBAL_I2 is not met: participant sample includes multiple FTD subtypes and controls, violating the global inclusion requirement.",[],[]
23805313,6,23805313_analysis_6,SADNESS,Ekman 60,pone-0067457-t003,1,MNI,"[[-2.0, 26.0, -28.0]]",0,False,,"Excluded because GLOBAL_I2 is not met: the cohort includes multiple FTD subtypes (behavioural-variant, semantic dementia, PNFA) and healthy controls rather than exclusively bvFTD without comorbidities.",[],[],False,,"Excluded because GLOBAL_I2 is not met: sample is not restricted to bvFTD-only participants without concurrent diagnoses, as required.",[],[],False,,"Excluded because GLOBAL_I2 is not met: although VBM and whole-brain criteria are satisfied, participant sample does not meet the bvFTD-only requirement.",[],[],False,,Excluded because GLOBAL_I2 is not met: the required restriction to bvFTD patients without other dementia/psychiatric diagnoses is not fulfilled.,[],[]
23805313,7,23805313_analysis_7,SADNESS,Caricatures,pone-0067457-t003,0,,[],0,False,,Excluded because GLOBAL_I2 is not met: sample contains other FTD variants and controls rather than exclusively bvFTD without concurrent disorders.,[],[],False,,Excluded because GLOBAL_I2 is not met: participant composition violates the bvFTD-only inclusion requirement.,[],[],False,,"Excluded because GLOBAL_I2 is not met: despite being VBM whole-brain analyses, participants are not limited to bvFTD-only patients.",[],[],False,,Excluded because GLOBAL_I2 is not met: the study does not restrict participants to only bvFTD with no comorbidities or other dementia types.,[],[]
23986673,0,23986673_analysis_0,Voxel level correction,Functional brain regions showing increased functional connectivity in patients with bvFTD compared to healthy controls.,T1,15,MNI,"[[21.0, 42.0, 31.0], [13.0, 10.0, 14.0], [9.0, 18.0, 28.0], [17.0, 9.0, 24.0], [29.0, 35.0, 25.0], [22.0, 44.0, 17.0], [34.0, 41.0, 14.0], [11.0, 39.0, 12.0], [23.0, 12.0, 21.0], [11.0, 32.0, 27.0], [30.0, 24.0, 35.0], [10.0, 42.0, 13.0], [7.0, 29.0, 26.0], [6.0, 22.0, 22.0], [35.0, 16.0, 24.0]]",0,False,,"Excluded because GLOBAL_E2 applies: this is a resting-state fMRI analysis and the global exclusion forbids resting-state analyses. Also GLOBAL_I1 (requirement to use VBM, fMRI, and FDG-PET) is not fully satisfied by this study (only rs-fMRI is used).",[],"[""GLOBAL_E2""]",False,,"Excluded because GLOBAL_E2 applies: the analysis is resting-state fMRI. Additionally, the analysis reports increased connectivity (bvFTD > control), so it does not meet the local inclusion criterion for decreases (DEMENTIA_DECREASING_ACTIVITY_I1).",[],"[""GLOBAL_E2""]",False,,Excluded because GLOBAL_E2 applies (resting-state fMRI analysis is globally excluded). Also does not meet STRUCTURAL_I1 (this is not a VBM/structural analysis).,[],"[""GLOBAL_E2""]",False,,"Excluded because GLOBAL_E2 applies: although the analysis uses functional imaging (rs-fMRI) satisfying FUNCTIONAL_I1, the global exclusion forbids resting-state analyses. Also GLOBAL_I1 (requirement to include VBM and FDG-PET as well) is not fully met.",[],"[""GLOBAL_E2""]"
23986673,1,23986673_analysis_1,Inter-IC corrected y-concatenation for all RSNs,Functional brain regions showing increased functional connectivity in patients with bvFTD compared to healthy controls.,T1,6,MNI,"[[11.0, 12.0, 15.0], [30.0, 38.0, 31.0], [22.0, 45.0, 17.0], [7.0, 18.0, 16.0], [17.0, 33.0, 30.0], [24.0, 11.0, 27.0]]",0,False,,"Excluded because GLOBAL_E2 applies: this is a resting-state fMRI analysis and the global exclusion forbids resting-state analyses. Also GLOBAL_I1 (requirement to use VBM, fMRI, and FDG-PET) is not fully satisfied by this study (only rs-fMRI is used).",[],"[""GLOBAL_E2""]",False,,"Excluded because GLOBAL_E2 applies: the analysis is resting-state fMRI. Additionally, the analysis reports increased connectivity (bvFTD > control), so it does not meet the local inclusion criterion for decreases (DEMENTIA_DECREASING_ACTIVITY_I1).",[],"[""GLOBAL_E2""]",False,,Excluded because GLOBAL_E2 applies (resting-state fMRI analysis is globally excluded). Also does not meet STRUCTURAL_I1 (this is not a VBM/structural analysis).,[],"[""GLOBAL_E2""]",False,,"Excluded because GLOBAL_E2 applies: although the analysis uses functional imaging (rs-fMRI) satisfying FUNCTIONAL_I1, the global exclusion forbids resting-state analyses. Also GLOBAL_I1 (requirement to include VBM and FDG-PET as well) is not fully met.",[],"[""GLOBAL_E2""]"
24278277,0,24278277_analysis_0,Controls >FTD,,pone-0080353-t003,8,MNI,"[[-4.0, 40.0, -27.0], [28.0, 8.0, -26.0], [4.0, 32.0, 45.0], [36.0, -9.0, -18.0], [15.0, 60.0, 16.0], [-54.0, 8.0, -24.0], [-2.0, 17.0, 34.0], [32.0, 54.0, 9.0]]",0,False,,Excluded because GLOBAL_E3 applies: this is a between-group contrast (Controls > FTD).,[],"[""GLOBAL_E3""]",False,,"Excluded because GLOBAL_E3 applies: this is a between-group contrast (Controls > FTD), which triggers the global exclusion despite matching local decrease criterion.",[],"[""GLOBAL_E3""]",False,,Excluded because GLOBAL_E3 applies: this is a between-group contrast (Controls > FTD) and global exclusions take precedence.,[],"[""GLOBAL_E3""]",False,,Excluded because GLOBAL_E3 applies: this is a between-group contrast (Controls > FTD). Also does not use functional modalities (no FDG-PET/fMRI).,[],"[""GLOBAL_E3""]"
24278277,1,24278277_analysis_1,Controls >PSP,,pone-0080353-t003,5,MNI,"[[-51.0, -19.0, -30.0], [54.0, -3.0, 31.0], [3.0, 28.0, -29.0], [50.0, -81.0, 7.0], [9.0, -12.0, 18.0]]",0,False,,Excluded because GLOBAL_E3 applies: this is a between-group contrast (Controls > PSP).,[],"[""GLOBAL_E3""]",False,,Excluded because GLOBAL_E3 applies: this is a between-group contrast (Controls > PSP).,[],"[""GLOBAL_E3""]",False,,Excluded because GLOBAL_E3 applies: this is a between-group contrast (Controls > PSP).,[],"[""GLOBAL_E3""]",False,,Excluded because GLOBAL_E3 applies: this is a between-group contrast (Controls > PSP). Also does not use functional modalities.,[],"[""GLOBAL_E3""]"
24278277,2,24278277_analysis_2,PSP>FTD,,pone-0080353-t003,13,MNI,"[[42.0, -18.0, -17.0], [-15.0, 24.0, -14.0], [-4.0, 21.0, -3.0], [-30.0, 41.0, 28.0], [-36.0, 20.0, 46.0], [3.0, 27.0, 58.0], [-44.0, -3.0, -18.0], [2.0, 11.0, 39.0], [32.0, 8.0, -24.0], [34.0, -6.0, 3.0], [-18.0, 53.0, 13.0], [-32.0, -6.0, 1.0], [-26.0, 51.0, -12.0]]",0,False,,Excluded because GLOBAL_E3 applies: this is a between-group contrast (PSP > FTD).,[],"[""GLOBAL_E3""]",False,,Excluded because GLOBAL_E3 applies: this is a between-group contrast (PSP > FTD).,[],"[""GLOBAL_E3""]",False,,Excluded because GLOBAL_E3 applies: this is a between-group contrast (PSP > FTD).,[],"[""GLOBAL_E3""]",False,,Excluded because GLOBAL_E3 applies: this is a between-group contrast (PSP > FTD). Also does not use functional modalities.,[],"[""GLOBAL_E3""]"
24278277,3,24278277_analysis_3,Controls >FTD,,pone-0080353-t004,1,MNI,"[[-32.0, 18.0, -5.0]]",0,False,,Excluded because GLOBAL_E3 applies: this is a between-group contrast (Controls > FTD) of white matter volume.,[],"[""GLOBAL_E3""]",False,,Excluded because GLOBAL_E3 applies: this is a between-group contrast (Controls > FTD) of white matter volume.,[],"[""GLOBAL_E3""]",False,,Excluded because GLOBAL_E3 applies: this is a between-group contrast (Controls > FTD) of white matter volume.,[],"[""GLOBAL_E3""]",False,,Excluded because GLOBAL_E3 applies: this is a between-group contrast (Controls > FTD). Does not use functional modalities.,[],"[""GLOBAL_E3""]"
24278277,4,24278277_analysis_4,Controls >PSP,,pone-0080353-t004,7,MNI,"[[-2.0, -21.0, -5.0], [36.0, -13.0, 0.0], [24.0, 18.0, 43.0], [34.0, -34.0, 43.0], [44.0, -10.0, 31.0], [9.0, 8.0, 42.0], [-6.0, 15.0, 31.0]]",0,False,,Excluded because GLOBAL_E3 applies: this is a between-group contrast (Controls > PSP) of white matter volume.,[],"[""GLOBAL_E3""]",False,,Excluded because GLOBAL_E3 applies: this is a between-group contrast (Controls > PSP) of white matter volume.,[],"[""GLOBAL_E3""]",False,,Excluded because GLOBAL_E3 applies: this is a between-group contrast (Controls > PSP) of white matter volume.,[],"[""GLOBAL_E3""]",False,,Excluded because GLOBAL_E3 applies: this is a between-group contrast (Controls > PSP). Does not use functional modalities.,[],"[""GLOBAL_E3""]"
24278277,5,24278277_analysis_5,FTD>PSP,,pone-0080353-t004,1,MNI,"[[2.0, -28.0, -6.0]]",0,False,,Excluded because GLOBAL_E3 applies: this is a between-group contrast (FTD > PSP).,[],"[""GLOBAL_E3""]",False,,Excluded because GLOBAL_E3 applies: this is a between-group contrast (FTD > PSP).,[],"[""GLOBAL_E3""]",False,,Excluded because GLOBAL_E3 applies: this is a between-group contrast (FTD > PSP).,[],"[""GLOBAL_E3""]",False,,Excluded because GLOBAL_E3 applies: this is a between-group contrast (FTD > PSP). Does not use functional modalities.,[],"[""GLOBAL_E3""]"
24278277,6,24278277_analysis_6,Stroop Interference T-score,,pone-0080353-t005,8,MNI,"[[-10.0, 20.0, 27.0], [52.0, 30.0, 6.0], [34.0, 14.0, 39.0], [-45.0, -39.0, 0.0], [27.0, -75.0, -6.0], [-42.0, 56.0, 10.0], [38.0, 39.0, 24.0], [48.0, 20.0, 30.0]]",0,True,,Global inclusion criteria satisfied (VBM whole-brain group-level maps in bvFTD sample); this is an experiment-level correlation within bvFTD.,"[""GLOBAL_I1"", ""GLOBAL_I2"", ""GLOBAL_I3""]",[],False,,"Not included: analysis reports positive correlations of grey matter volume with cognitive scores in bvFTD (within-group), not decreases vs controls. Missing local inclusion DEMENTIA_DECREASING_ACTIVITY_I1.",[],[],True,,Analysis uses voxel-based morphometry (VBM) whole-brain grey matter correlation maps in bvFTD (meets STRUCTURAL_I1 and global criteria).,"[""GLOBAL_I1"", ""GLOBAL_I2"", ""GLOBAL_I3"", ""STRUCTURAL_I1""]",[],False,,Not included: does not use functional imaging modalities (no FDG-PET or fMRI). Missing FUNCTIONAL_I1.,[],[]
24278277,7,24278277_analysis_7,WCST number of categories,,pone-0080353-t005,9,MNI,"[[-63.0, -22.0, 39.0], [38.0, 40.0, -2.0], [44.0, 32.0, 46.0], [66.0, -61.0, 7.0], [-56.0, -48.0, 15.0], [-32.0, 41.0, 30.0], [52.0, -72.0, 7.0], [-38.0, 56.0, 4.0], [-50.0, 26.0, 40.0]]",0,True,,Global inclusion criteria satisfied (VBM whole-brain group-level maps in bvFTD); within-group correlation analysis.,"[""GLOBAL_I1"", ""GLOBAL_I2"", ""GLOBAL_I3""]",[],False,,"Not included: reports positive correlations within bvFTD, not decreases vs controls. Missing DEMENTIA_DECREASING_ACTIVITY_I1.",[],[],True,,VBM grey matter correlation analysis in bvFTD (meets STRUCTURAL_I1 and global criteria).,"[""GLOBAL_I1"", ""GLOBAL_I2"", ""GLOBAL_I3"", ""STRUCTURAL_I1""]",[],False,,Not included: no functional modalities used (no FDG-PET or fMRI). Missing FUNCTIONAL_I1.,[],[]
24278277,8,24278277_analysis_8,Letter fluency,,pone-0080353-t005,6,MNI,"[[-28.0, -91.0, -11.0], [4.0, -51.0, 6.0], [-28.0, 12.0, 40.0], [-39.0, 11.0, 22.0], [-42.0, -19.0, 0.0], [51.0, -30.0, 15.0]]",0,True,,Global inclusion criteria satisfied (VBM whole-brain group-level maps in bvFTD); within-group grey matter correlation.,"[""GLOBAL_I1"", ""GLOBAL_I2"", ""GLOBAL_I3""]",[],False,,"Not included: reports within-group positive correlations in bvFTD, not decreases relative to controls. Missing DEMENTIA_DECREASING_ACTIVITY_I1.",[],[],True,,VBM grey matter correlation analysis in bvFTD (meets STRUCTURAL_I1 and global criteria).,"[""GLOBAL_I1"", ""GLOBAL_I2"", ""GLOBAL_I3"", ""STRUCTURAL_I1""]",[],False,,Not included: no functional imaging used. Missing FUNCTIONAL_I1.,[],[]
24278277,9,24278277_analysis_9,MDRS initiation score,,pone-0080353-t005,1,MNI,"[[33.0, -4.0, -12.0]]",0,True,,Global inclusion criteria satisfied (VBM whole-brain group-level maps in bvFTD); within-group grey matter correlation.,"[""GLOBAL_I1"", ""GLOBAL_I2"", ""GLOBAL_I3""]",[],False,,"Not included: reports within-group correlations, not decreases relative to controls. Missing DEMENTIA_DECREASING_ACTIVITY_I1.",[],[],True,,VBM grey matter correlation analysis in bvFTD (meets STRUCTURAL_I1 and global criteria).,"[""GLOBAL_I1"", ""GLOBAL_I2"", ""GLOBAL_I3"", ""STRUCTURAL_I1""]",[],False,,Not included: no functional imaging modalities employed. Missing FUNCTIONAL_I1.,[],[]
24278277,10,24278277_analysis_10,MDRS attention score,,pone-0080353-t005,1,MNI,"[[12.0, -22.0, 40.0]]",0,True,,Global inclusion criteria satisfied (VBM whole-brain group-level maps in bvFTD); within-group grey matter correlation.,"[""GLOBAL_I1"", ""GLOBAL_I2"", ""GLOBAL_I3""]",[],False,,"Not included: analysis reports within-group correlations in bvFTD, not decreases vs controls. Missing DEMENTIA_DECREASING_ACTIVITY_I1.",[],[],True,,VBM grey matter correlation analysis in bvFTD (meets STRUCTURAL_I1 and global criteria).,"[""GLOBAL_I1"", ""GLOBAL_I2"", ""GLOBAL_I3"", ""STRUCTURAL_I1""]",[],False,,Not included: no FDG-PET or fMRI used. Missing FUNCTIONAL_I1.,[],[]
24278277,11,24278277_analysis_11,Concept score,,pone-0080353-t005,1,MNI,"[[-45.0, -46.0, 19.0]]",0,True,,Global inclusion criteria satisfied (VBM whole-brain group-level maps in bvFTD); within-group grey matter correlation.,"[""GLOBAL_I1"", ""GLOBAL_I2"", ""GLOBAL_I3""]",[],False,,Not included: reports within-group correlations in bvFTD rather than decreases relative to controls. Missing DEMENTIA_DECREASING_ACTIVITY_I1.,[],[],True,,VBM grey matter correlation analysis in bvFTD (meets STRUCTURAL_I1 and global criteria).,"[""GLOBAL_I1"", ""GLOBAL_I2"", ""GLOBAL_I3"", ""STRUCTURAL_I1""]",[],False,,Not included: no functional imaging modalities (FDG-PET or fMRI). Missing FUNCTIONAL_I1.,[],[]
24278277,12,24278277_analysis_12,Stroop Interference T- score,,pone-0080353-t006,2,MNI,"[[2.0, 32.0, 6.0], [40.0, 22.0, 7.0]]",0,True,,Global inclusion criteria satisfied (VBM whole-brain group-level maps of white matter in bvFTD); within-group white matter correlation analysis.,"[""GLOBAL_I1"", ""GLOBAL_I2"", ""GLOBAL_I3""]",[],False,,"Not included: reports within-group positive correlations of white matter volume in bvFTD, not decreases vs controls. Missing DEMENTIA_DECREASING_ACTIVITY_I1.",[],[],True,,VBM white matter correlation analysis in bvFTD (meets STRUCTURAL_I1 and global criteria).,"[""GLOBAL_I1"", ""GLOBAL_I2"", ""GLOBAL_I3"", ""STRUCTURAL_I1""]",[],False,,Not included: no functional imaging used (no FDG-PET or fMRI). Missing FUNCTIONAL_I1.,[],[]
24278277,13,24278277_analysis_13,WCST number of categories,,pone-0080353-t006,4,MNI,"[[-15.0, 45.0, 33.0], [10.0, 64.0, 0.0], [32.0, 46.0, 15.0], [15.0, 9.0, 37.0]]",0,True,,Global inclusion criteria satisfied (VBM whole-brain white matter maps in bvFTD); within-group correlation analysis.,"[""GLOBAL_I1"", ""GLOBAL_I2"", ""GLOBAL_I3""]",[],False,,"Not included: reports within-group positive correlations in bvFTD white matter, not decreases vs controls. Missing DEMENTIA_DECREASING_ACTIVITY_I1.",[],[],True,,VBM white matter correlation analysis in bvFTD (meets STRUCTURAL_I1 and global criteria).,"[""GLOBAL_I1"", ""GLOBAL_I2"", ""GLOBAL_I3"", ""STRUCTURAL_I1""]",[],False,,Not included: no FDG-PET or fMRI data reported. Missing FUNCTIONAL_I1.,[],[]
24278277,14,24278277_analysis_14,MDRS attention score,,pone-0080353-t006,1,MNI,"[[32.0, 8.0, 39.0]]",0,True,,Global inclusion criteria satisfied (VBM whole-brain white matter maps in bvFTD); within-group correlation analysis.,"[""GLOBAL_I1"", ""GLOBAL_I2"", ""GLOBAL_I3""]",[],False,,"Not included: reports within-group correlations in bvFTD white matter, not decreases relative to controls. Missing DEMENTIA_DECREASING_ACTIVITY_I1.",[],[],True,,VBM white matter correlation analysis in bvFTD (meets STRUCTURAL_I1 and global criteria).,"[""GLOBAL_I1"", ""GLOBAL_I2"", ""GLOBAL_I3"", ""STRUCTURAL_I1""]",[],False,,Not included: no functional imaging modalities reported. Missing FUNCTIONAL_I1.,[],[]
