pmid,analysis_index,analysis_id,analysis_name,analysis_description,table_id,coordinate_count,coordinate_spaces,coordinates_json,invalid_point_count,dementia_all__include,dementia_all__confidence,dementia_all__reasoning,dementia_all__inclusion_criteria_applied,dementia_all__exclusion_criteria_applied,dementia_decreasing_activity__include,dementia_decreasing_activity__confidence,dementia_decreasing_activity__reasoning,dementia_decreasing_activity__inclusion_criteria_applied,dementia_decreasing_activity__exclusion_criteria_applied,structural__include,structural__confidence,structural__reasoning,structural__inclusion_criteria_applied,structural__exclusion_criteria_applied,functional__include,functional__confidence,functional__reasoning,functional__inclusion_criteria_applied,functional__exclusion_criteria_applied
23670951,1,23670951_analysis_1,bvFTD and controls,,9,4,MNI,"[[0.0, 46.0, 2.0], [34.0, 24.0, -34.0], [-10.0, 24.0, -26.0], [28.0, -12.0, -20.0]]",0,True,,Meets global whole-brain VBM criteria and explicitly compares bvFTD to healthy controls; modality is VBM so DEMENTIA_ALL_I1 is satisfied.,"[""GLOBAL_I1"", ""GLOBAL_I2"", ""GLOBAL_I3"", ""DEMENTIA_ALL_I1""]",[],True,,"Analysis reports decreased gray matter in bvFTD relative to controls (Control > bvFTD/atrophy) using whole-brain VBM, satisfying both global and local inclusion criteria.","[""GLOBAL_I1"", ""GLOBAL_I2"", ""GLOBAL_I3"", ""DEMENTIA_DECREASING_ACTIVITY_I1"", ""DEMENTIA_DECREASING_ACTIVITY_I2""]",[],True,,"This is a whole-brain VBM analysis comparing bvFTD to controls, satisfying STRUCTURAL_I1 and all global inclusion criteria.","[""GLOBAL_I1"", ""GLOBAL_I2"", ""GLOBAL_I3"", ""STRUCTURAL_I1""]",[],False,,"Local functional inclusion FUNCTIONAL_I1 not met: modality is VBM (structural), not fMRI or FDG-PET.","[""GLOBAL_I1"", ""GLOBAL_I2"", ""GLOBAL_I3""]",[]
23670951,2,23670951_analysis_2,Regions of overlap,,10,4,MNI,"[[26.0, 12.0, -30.0], [16.0, 70.0, -4.0], [0.0, 46.0, 8.0], [26.0, -16.0, -20.0]]",0,True,,"Overlap analysis derived from whole-brain VBM contrasts that include bvFTD vs controls; modality is VBM, satisfying DEMENTIA_ALL_I1 and global criteria.","[""GLOBAL_I1"", ""GLOBAL_I2"", ""GLOBAL_I3"", ""DEMENTIA_ALL_I1""]",[],True,,"Overlap identifies common regions of decreased gray matter related to episodic recall that include bvFTD contrasts (Control > bvFTD) and is derived from whole-brain VBM, satisfying local criteria.","[""GLOBAL_I1"", ""GLOBAL_I2"", ""GLOBAL_I3"", ""DEMENTIA_DECREASING_ACTIVITY_I1"", ""DEMENTIA_DECREASING_ACTIVITY_I2""]",[],True,,"Analysis is based on voxel-based morphometry whole-brain maps (STRUCTURAL_I1) and includes bvFTD vs controls, satisfying global criteria.","[""GLOBAL_I1"", ""GLOBAL_I2"", ""GLOBAL_I3"", ""STRUCTURAL_I1""]",[],False,,"Local functional inclusion FUNCTIONAL_I1 not met: this is a structural VBM overlap analysis, not fMRI or FDG-PET.","[""GLOBAL_I1"", ""GLOBAL_I2"", ""GLOBAL_I3""]",[]
23670951,3,23670951_analysis_3,AD and controls,Voxel‐based morphometry results showing regions of significant grey matter intensity decrease that correlate with recall performance unique to Alzheimer's disease (AD) and behavioral variant frontotemporal dementia (bvFTD) groups,11,15,MNI,"[[66.0, -38.0, -22.0], [10.0, 60.0, -6.0], [8.0, -56.0, 20.0], [-38.0, -36.0, 36.0], [-22.0, -16.0, -24.0], [62.0, -58.0, -24.0], [14.0, 20.0, 38.0], [-64.0, -16.0, -34.0], [-24.0, 16.0, -12.0], [8.0, -74.0, 50.0], [26.0, -6.0, -40.0], [-58.0, -26.0, 24.0], [-46.0, -50.0, 6.0], [24.0, -34.0, -4.0], [36.0, 10.0, 26.0]]",0,False,,Global inclusion criterion GLOBAL_I3 not met: this analysis is an AD-exclusive contrast (AD vs Controls) and does not provide a bvFTD vs Controls comparison required by the global gate.,"[""GLOBAL_I1"", ""GLOBAL_I2""]",[],False,,Global inclusion criterion GLOBAL_I3 not met: this is an AD-exclusive map (no bvFTD vs Controls comparison).,"[""GLOBAL_I1"", ""GLOBAL_I2""]",[],False,,"Global inclusion criterion GLOBAL_I3 not met: although the analysis uses VBM (STRUCTURAL_I1), it is AD-exclusive and does not include the required bvFTD vs Controls comparison.","[""GLOBAL_I1"", ""STRUCTURAL_I1""]",[],False,,Global inclusion criterion GLOBAL_I3 not met: analysis is AD-exclusive and lacks the bvFTD vs Controls comparison. Also local functional criterion FUNCTIONAL_I1 is not met (modality is VBM).,"[""GLOBAL_I1""]",[]
23670951,4,23670951_analysis_4,bvFTD and Controls,Voxel‐based morphometry results showing regions of significant grey matter intensity decrease that correlate with recall performance unique to Alzheimer's disease (AD) and behavioral variant frontotemporal dementia (bvFTD) groups,11,3,MNI,"[[16.0, 68.0, -8.0], [42.0, 2.0, -44.0], [-28.0, 16.0, -28.0]]",0,True,,"This analysis is a whole-brain VBM contrast comparing bvFTD to healthy controls (exclusive bvFTD mask), meeting global inclusion criteria and DEMENTIA_ALL_I1.","[""GLOBAL_I1"", ""GLOBAL_I2"", ""GLOBAL_I3"", ""DEMENTIA_ALL_I1""]",[],True,,"Analysis reports regions of decreased gray matter uniquely associated with bvFTD (Control > bvFTD exclusive mask) using whole-brain VBM, satisfying local and global inclusion criteria.","[""GLOBAL_I1"", ""GLOBAL_I2"", ""GLOBAL_I3"", ""DEMENTIA_DECREASING_ACTIVITY_I1"", ""DEMENTIA_DECREASING_ACTIVITY_I2""]",[],True,,"Uses voxel-based morphometry whole-brain maps comparing bvFTD to controls, satisfying STRUCTURAL_I1 and global criteria.","[""GLOBAL_I1"", ""GLOBAL_I2"", ""GLOBAL_I3"", ""STRUCTURAL_I1""]",[],False,,"Local functional inclusion FUNCTIONAL_I1 not met: modality is VBM (structural), not fMRI or FDG-PET.","[""GLOBAL_I1"", ""GLOBAL_I2"", ""GLOBAL_I3""]",[]
23986673,0,23986673_analysis_0,Voxel level correction,Functional brain regions showing increased functional connectivity in patients with bvFTD compared to healthy controls.,T1,15,MNI,"[[21.0, 42.0, 31.0], [13.0, 10.0, 14.0], [9.0, 18.0, 28.0], [17.0, 9.0, 24.0], [29.0, 35.0, 25.0], [22.0, 44.0, 17.0], [34.0, 41.0, 14.0], [11.0, 39.0, 12.0], [23.0, 12.0, 21.0], [11.0, 32.0, 27.0], [30.0, 24.0, 35.0], [10.0, 42.0, 13.0], [7.0, 29.0, 26.0], [6.0, 22.0, 22.0], [35.0, 16.0, 24.0]]",0,True,,"Analysis is a whole-brain (voxelwise) resting-state fMRI comparison between clinically diagnosed bvFTD patients and healthy controls, satisfying the global criteria and the local modality requirement (fMRI).","[""GLOBAL_I1"", ""GLOBAL_I2"", ""GLOBAL_I3"", ""DEMENTIA_ALL_I1""]",[],False,,"Excluded because the analysis reports only increased connectivity in bvFTD (bvFTD > controls); no decreases (Control > bvFTD) are reported, so DEMENTIA_DECREASING_ACTIVITY_I1 is not met.",[],[],False,,Excluded because this analysis is resting-state fMRI and does not use Voxel-Based Morphometry (missing STRUCTURAL_I1).,[],[],True,,"Analysis uses whole-brain resting-state fMRI comparing bvFTD to controls, meeting the global criteria and the functional modality requirement.","[""GLOBAL_I1"", ""GLOBAL_I2"", ""GLOBAL_I3"", ""FUNCTIONAL_I1""]",[]
23986673,1,23986673_analysis_1,Inter-IC corrected y-concatenation for all RSNs,Functional brain regions showing increased functional connectivity in patients with bvFTD compared to healthy controls.,T1,6,MNI,"[[11.0, 12.0, 15.0], [30.0, 38.0, 31.0], [22.0, 45.0, 17.0], [7.0, 18.0, 16.0], [17.0, 33.0, 30.0], [24.0, 11.0, 27.0]]",0,True,,"Analysis is a whole-brain (voxelwise) resting-state fMRI comparison between clinically diagnosed bvFTD patients and healthy controls, satisfying the global criteria and the local modality requirement (fMRI).","[""GLOBAL_I1"", ""GLOBAL_I2"", ""GLOBAL_I3"", ""DEMENTIA_ALL_I1""]",[],False,,"Excluded because the analysis reports only increased connectivity in bvFTD (bvFTD > controls); no decreases (Control > bvFTD) are reported, so DEMENTIA_DECREASING_ACTIVITY_I1 is not met.",[],[],False,,Excluded because this analysis is resting-state fMRI and does not use Voxel-Based Morphometry (missing STRUCTURAL_I1).,[],[],True,,"Analysis uses whole-brain resting-state fMRI comparing bvFTD to controls, meeting the global criteria and the functional modality requirement.","[""GLOBAL_I1"", ""GLOBAL_I2"", ""GLOBAL_I3"", ""FUNCTIONAL_I1""]",[]
24278277,0,24278277_analysis_0,Controls >FTD,,pone-0080353-t003,8,MNI,"[[-4.0, 40.0, -27.0], [28.0, 8.0, -26.0], [4.0, 32.0, 45.0], [36.0, -9.0, -18.0], [15.0, 60.0, 16.0], [-54.0, 8.0, -24.0], [-2.0, 17.0, 34.0], [32.0, 54.0, 9.0]]",0,True,,Whole-brain VBM comparison of controls vs bvFTD (Controls > FTD) satisfies global whole-brain requirement and includes clinically diagnosed bvFTD compared to healthy controls; modality is VBM which meets the local imaging modality requirement.,"[""GLOBAL_I1"", ""GLOBAL_I2"", ""GLOBAL_I3"", ""DEMENTIA_ALL_I1""]",[],True,,"This is a whole-brain VBM contrast showing decreases in bvFTD relative to controls (Controls > FTD), and uses VBM modality, meeting both global and local inclusion criteria.","[""GLOBAL_I1"", ""GLOBAL_I2"", ""GLOBAL_I3"", ""DEMENTIA_DECREASING_ACTIVITY_I1"", ""DEMENTIA_DECREASING_ACTIVITY_I2""]",[],True,,"Analysis uses voxel-based morphometry (VBM), a structural modality, and meets global whole-brain and bvFTD vs control inclusion criteria.","[""GLOBAL_I1"", ""GLOBAL_I2"", ""GLOBAL_I3"", ""STRUCTURAL_I1""]",[],False,,Does not use a functional imaging modality (fMRI or FDG-PET); missing FUNCTIONAL_I1.,"[""GLOBAL_I1"", ""GLOBAL_I2"", ""GLOBAL_I3""]",[]
24278277,1,24278277_analysis_1,Controls >PSP,,pone-0080353-t003,5,MNI,"[[-51.0, -19.0, -30.0], [54.0, -3.0, 31.0], [3.0, 28.0, -29.0], [50.0, -81.0, 7.0], [9.0, -12.0, 18.0]]",0,False,,Excluded because GLOBAL_I3 is not met: this analysis compares PSP patients to controls (Controls > PSP) and does not compare bvFTD to healthy controls.,[],[],False,,"Excluded because GLOBAL_I3 is not met: this analysis compares PSP (not bvFTD) to controls, so it does not report decreases for the bvFTD group versus controls.",[],[],False,,"Excluded because GLOBAL_I3 is not met: although VBM was used (STRUCTURAL_I1 would apply), the analysis does not include a bvFTD vs control comparison required by GLOBAL_I3.",[],[],False,,Excluded because GLOBAL_I3 is not met (analysis does not compare bvFTD to healthy controls) and additionally does not use a functional modality (missing FUNCTIONAL_I1).,[],[]
24278277,2,24278277_analysis_2,PSP>FTD,,pone-0080353-t003,13,MNI,"[[42.0, -18.0, -17.0], [-15.0, 24.0, -14.0], [-4.0, 21.0, -3.0], [-30.0, 41.0, 28.0], [-36.0, 20.0, 46.0], [3.0, 27.0, 58.0], [-44.0, -3.0, -18.0], [2.0, 11.0, 39.0], [32.0, 8.0, -24.0], [34.0, -6.0, 3.0], [-18.0, 53.0, 13.0], [-32.0, -6.0, 1.0], [-26.0, 51.0, -12.0]]",0,False,,Excluded because GLOBAL_I3 is not met: this contrast is PSP > FTD (patient vs patient) and does not compare bvFTD to healthy controls.,[],[],False,,Excluded because GLOBAL_I3 is not met: PSP>FTD is a patient-patient contrast and does not report bvFTD decreases relative to controls as required.,[],[],False,,"Excluded because GLOBAL_I3 is not met: although VBM was used, the analysis does not include a bvFTD vs control comparison.",[],[],False,,Excluded because GLOBAL_I3 is not met (no bvFTD vs control comparison) and the modality is structural VBM rather than functional (missing FUNCTIONAL_I1).,[],[]
24278277,3,24278277_analysis_3,Controls >FTD,,pone-0080353-t004,1,MNI,"[[-32.0, 18.0, -5.0]]",0,True,,"Whole-brain VBM white-matter comparison of controls vs bvFTD (Controls > FTD) satisfies global criteria and uses VBM modality, meeting the local inclusion requirement.","[""GLOBAL_I1"", ""GLOBAL_I2"", ""GLOBAL_I3"", ""DEMENTIA_ALL_I1""]",[],True,,"This whole-brain VBM contrast reports decreased white matter volume in bvFTD relative to controls (Controls > FTD) and uses VBM modality, meeting both global and local inclusion criteria.","[""GLOBAL_I1"", ""GLOBAL_I2"", ""GLOBAL_I3"", ""DEMENTIA_DECREASING_ACTIVITY_I1"", ""DEMENTIA_DECREASING_ACTIVITY_I2""]",[],True,,"Uses voxel-based morphometry (VBM) on whole-brain white matter maps and includes a bvFTD vs control comparison, meeting STRUCTURAL_I1 and global criteria.","[""GLOBAL_I1"", ""GLOBAL_I2"", ""GLOBAL_I3"", ""STRUCTURAL_I1""]",[],False,,Does not use a functional imaging modality (fMRI or FDG-PET); missing FUNCTIONAL_I1.,"[""GLOBAL_I1"", ""GLOBAL_I2"", ""GLOBAL_I3""]",[]
24278277,4,24278277_analysis_4,Controls >PSP,,pone-0080353-t004,7,MNI,"[[-2.0, -21.0, -5.0], [36.0, -13.0, 0.0], [24.0, 18.0, 43.0], [34.0, -34.0, 43.0], [44.0, -10.0, 31.0], [9.0, 8.0, 42.0], [-6.0, 15.0, 31.0]]",0,False,,Excluded because GLOBAL_I3 is not met: this analysis compares PSP to controls (Controls > PSP) and does not include a bvFTD vs control comparison.,[],[],False,,"Excluded because GLOBAL_I3 is not met: the contrast addresses PSP decreases relative to controls, not bvFTD decreases versus controls required by the local criterion.",[],[],False,,"Excluded because GLOBAL_I3 is not met: although VBM is used, the analysis lacks the required bvFTD vs control comparison.",[],[],False,,Excluded because GLOBAL_I3 is not met (no bvFTD vs control comparison) and modality is structural rather than functional (missing FUNCTIONAL_I1).,[],[]
24278277,5,24278277_analysis_5,FTD>PSP,,pone-0080353-t004,1,MNI,"[[2.0, -28.0, -6.0]]",0,False,,Excluded because GLOBAL_I3 is not met: this is an FTD>PSP patient-patient contrast and does not compare bvFTD to healthy controls.,[],[],False,,Excluded because GLOBAL_I3 is not met: FTD>PSP is not a comparison of bvFTD decreases relative to controls as required by the annotation.,[],[],False,,"Excluded because GLOBAL_I3 is not met: despite using VBM, the analysis does not include bvFTD vs control comparison.",[],[],False,,Excluded because GLOBAL_I3 is not met (no bvFTD vs control comparison) and the modality is structural VBM rather than functional (missing FUNCTIONAL_I1).,[],[]
24278277,6,24278277_analysis_6,Stroop Interference T-score,,pone-0080353-t005,8,MNI,"[[-10.0, 20.0, 27.0], [52.0, 30.0, 6.0], [34.0, 14.0, 39.0], [-45.0, -39.0, 0.0], [27.0, -75.0, -6.0], [-42.0, 56.0, 10.0], [38.0, 39.0, 24.0], [48.0, 20.0, 30.0]]",0,False,,Excluded because GLOBAL_I3 is not met: this analysis is a within-bvFTD correlation (VBM regression) and does not compare bvFTD to healthy controls.,[],[],False,,"Excluded because GLOBAL_I3 is not met: this is a correlation within bvFTD (no bvFTD vs control contrast reporting decreases), so it does not fulfil the required comparison.",[],[],False,,"Excluded because GLOBAL_I3 is not met: although VBM was used for the correlation, the analysis lacks a bvFTD vs control comparison required by GLOBAL_I3.",[],[],False,,Excluded because GLOBAL_I3 is not met (no bvFTD vs control comparison) and modality is structural VBM rather than functional (missing FUNCTIONAL_I1).,[],[]
24278277,7,24278277_analysis_7,WCST number of categories,,pone-0080353-t005,9,MNI,"[[-63.0, -22.0, 39.0], [38.0, 40.0, -2.0], [44.0, 32.0, 46.0], [66.0, -61.0, 7.0], [-56.0, -48.0, 15.0], [-32.0, 41.0, 30.0], [52.0, -72.0, 7.0], [-38.0, 56.0, 4.0], [-50.0, 26.0, 40.0]]",0,False,,Excluded because GLOBAL_I3 is not met: this is a within-bvFTD VBM correlation (WCST categories) and does not compare bvFTD to healthy controls.,[],[],False,,Excluded because GLOBAL_I3 is not met: the analysis reports correlations within bvFTD rather than decreases relative to controls.,[],[],False,,Excluded because GLOBAL_I3 is not met: VBM modality is used but the required bvFTD vs control comparison is absent.,[],[],False,,Excluded because GLOBAL_I3 is not met and the modality is VBM not functional imaging (missing FUNCTIONAL_I1).,[],[]
24278277,8,24278277_analysis_8,Letter fluency,,pone-0080353-t005,6,MNI,"[[-28.0, -91.0, -11.0], [4.0, -51.0, 6.0], [-28.0, 12.0, 40.0], [-39.0, 11.0, 22.0], [-42.0, -19.0, 0.0], [51.0, -30.0, 15.0]]",0,False,,Excluded because GLOBAL_I3 is not met: this is a within-bvFTD VBM correlation (letter fluency) rather than a bvFTD vs control comparison.,[],[],False,,Excluded because GLOBAL_I3 is not met: the analysis reports within-group correlations and not decreases of bvFTD vs controls.,[],[],False,,"Excluded because GLOBAL_I3 is not met: although using VBM, the analysis lacks the required bvFTD vs control contrast.",[],[],False,,Excluded because GLOBAL_I3 is not met (no bvFTD vs control comparison) and modality is structural VBM rather than functional (missing FUNCTIONAL_I1).,[],[]
24278277,9,24278277_analysis_9,MDRS initiation score,,pone-0080353-t005,1,MNI,"[[33.0, -4.0, -12.0]]",0,False,,Excluded because GLOBAL_I3 is not met: this MDRS initiation score correlation is within bvFTD and does not compare bvFTD to healthy controls.,[],[],False,,"Excluded because GLOBAL_I3 is not met: within-group correlation (bvFTD only), not a decrease vs controls contrast for bvFTD.",[],[],False,,Excluded because GLOBAL_I3 is not met: VBM correlation lacks the required bvFTD vs control comparison.,[],[],False,,Excluded because GLOBAL_I3 is not met and the modality is VBM rather than functional imaging (missing FUNCTIONAL_I1).,[],[]
24278277,10,24278277_analysis_10,MDRS attention score,,pone-0080353-t005,1,MNI,"[[12.0, -22.0, 40.0]]",0,False,,Excluded because GLOBAL_I3 is not met: this is an attention-score VBM correlation within bvFTD and does not compare bvFTD to healthy controls.,[],[],False,,Excluded because GLOBAL_I3 is not met: the analysis reports within-group correlations rather than bvFTD decreases versus controls.,[],[],False,,"Excluded because GLOBAL_I3 is not met: despite using VBM, the required bvFTD vs control comparison is absent.",[],[],False,,Excluded because GLOBAL_I3 is not met (no bvFTD vs control comparison) and modality is VBM not functional imaging (missing FUNCTIONAL_I1).,[],[]
24278277,11,24278277_analysis_11,Concept score,,pone-0080353-t005,1,MNI,"[[-45.0, -46.0, 19.0]]",0,False,,Excluded because GLOBAL_I3 is not met: the concept-score correlation is within bvFTD and lacks a bvFTD vs control comparison.,[],[],False,,Excluded because GLOBAL_I3 is not met: this within-group correlation does not report decreases of bvFTD relative to controls.,[],[],False,,Excluded because GLOBAL_I3 is not met: VBM modality is used but the necessary bvFTD vs control comparison is missing.,[],[],False,,Excluded because GLOBAL_I3 is not met and modality is structural VBM rather than functional (missing FUNCTIONAL_I1).,[],[]
24278277,12,24278277_analysis_12,Stroop Interference T- score,,pone-0080353-t006,2,MNI,"[[2.0, 32.0, 6.0], [40.0, 22.0, 7.0]]",0,False,,Excluded because GLOBAL_I3 is not met: this is a within-bvFTD white-matter correlation (Stroop interference) and does not compare bvFTD to healthy controls.,[],[],False,,"Excluded because GLOBAL_I3 is not met: within-group white-matter correlation, not a bvFTD vs control decrease contrast.",[],[],False,,"Excluded because GLOBAL_I3 is not met: although white-matter VBM was used, the analysis lacks the required bvFTD vs control comparison.",[],[],False,,Excluded because GLOBAL_I3 is not met and modality is VBM rather than functional imaging (missing FUNCTIONAL_I1).,[],[]
24278277,13,24278277_analysis_13,WCST number of categories,,pone-0080353-t006,4,MNI,"[[-15.0, 45.0, 33.0], [10.0, 64.0, 0.0], [32.0, 46.0, 15.0], [15.0, 9.0, 37.0]]",0,False,,Excluded because GLOBAL_I3 is not met: this WCST white-matter correlation is within the bvFTD group and does not include a bvFTD vs control comparison.,[],[],False,,"Excluded because GLOBAL_I3 is not met: analysis reports within-group correlations, not decreases of bvFTD vs controls.",[],[],False,,"Excluded because GLOBAL_I3 is not met: although white-matter VBM was performed, the necessary bvFTD vs control contrast is absent.",[],[],False,,Excluded because GLOBAL_I3 is not met and modality is structural VBM rather than functional (missing FUNCTIONAL_I1).,[],[]
24278277,14,24278277_analysis_14,MDRS attention score,,pone-0080353-t006,1,MNI,"[[32.0, 8.0, 39.0]]",0,False,,Excluded because GLOBAL_I3 is not met: this MDRS attention-score white-matter correlation is within bvFTD and lacks a bvFTD vs control comparison.,[],[],False,,Excluded because GLOBAL_I3 is not met: within-group white-matter correlation rather than a bvFTD decrease vs controls contrast.,[],[],False,,Excluded because GLOBAL_I3 is not met: VBM modality used but no bvFTD vs control comparison present.,[],[],False,,Excluded because GLOBAL_I3 is not met and the modality is structural (VBM) rather than functional imaging (missing FUNCTIONAL_I1).,[],[]
25009480,0,25009480_analysis_0,TOTAL SCORE—MEMORY,,T4,14,MNI,"[[-10.0, 40.0, -14.0], [-26.0, 26.0, 40.0], [-46.0, -64.0, 18.0], [-34.0, -14.0, -10.0], [2.0, 18.0, 56.0], [-48.0, 24.0, 16.0], [44.0, -58.0, 28.0], [48.0, -48.0, 36.0], [10.0, -32.0, 38.0], [-26.0, 48.0, 22.0], [-34.0, 16.0, 26.0], [46.0, -8.0, 28.0], [-48.0, 2.0, -42.0], [-30.0, -82.0, 8.0]]",0,True,,Whole-brain VBM analysis including clinically diagnosed bvFTD and control participants; meets global whole-brain and sample criteria and local modality requirement (VBM).,"[""GLOBAL_I1"", ""GLOBAL_I2"", ""GLOBAL_I3"", ""DEMENTIA_ALL_I1""]",[],False,,This analysis reports voxelwise correlations with memory across all participants rather than reporting decreases in bvFTD relative to controls—missing required local inclusion DEMENTIA_DECREASING_ACTIVITY_I1.,[],[],True,,"Analysis uses voxel-based morphometry (VBM), a structural whole-brain method; meets global and local structural criteria.","[""GLOBAL_I1"", ""GLOBAL_I2"", ""GLOBAL_I3"", ""STRUCTURAL_I1""]",[],False,,Analysis is VBM (structural) and does not use fMRI or FDG-PET; missing FUNCTIONAL_I1.,[],[]
25009480,1,25009480_analysis_1,TOTAL SCORE—EMOTIONAL ENHANCEMENT,,T4,7,MNI,"[[-46.0, -84.0, -8.0], [-35.0, -6.0, -34.0], [32.0, -16.0, -34.0], [36.0, 48.0, 34.0], [42.0, -46.0, 8.0], [12.0, 68.0, 14.0], [32.0, -28.0, 22.0]]",0,True,,Whole-brain VBM analysis of emotional-enhancement correlations including clinically diagnosed bvFTD and controls; meets global and local VBM criteria.,"[""GLOBAL_I1"", ""GLOBAL_I2"", ""GLOBAL_I3"", ""DEMENTIA_ALL_I1""]",[],False,,This analysis reports voxelwise correlations for emotional enhancement across participants rather than reporting decreases in bvFTD relative to controls—missing DEMENTIA_DECREASING_ACTIVITY_I1.,[],[],True,,"Analysis uses voxel-based morphometry (VBM), satisfying structural modality criteria and global whole-brain/sample requirements.","[""GLOBAL_I1"", ""GLOBAL_I2"", ""GLOBAL_I3"", ""STRUCTURAL_I1""]",[],False,,"Analysis is structural VBM, not fMRI or FDG-PET; missing FUNCTIONAL_I1.",[],[]
25009480,2,25009480_analysis_2,bvFTD,,T5,7,MNI,"[[64.0, -20.0, -16.0], [-54.0, -72.0, -24.0], [42.0, 48.0, 18.0], [-34.0, -2.0, -38.0], [-40.0, 60.0, 18.0], [20.0, -68.0, 12.0], [-20.0, 30.0, 40.0]]",0,True,,This analysis reports VBM results specifically for bvFTD (with controls included) using whole-brain voxelwise maps; meets global and local VBM criteria.,"[""GLOBAL_I1"", ""GLOBAL_I2"", ""GLOBAL_I3"", ""DEMENTIA_ALL_I1""]",[],True,,Table/figure explicitly reports regions of significant gray matter intensity decrease that covary with emotional enhancement in the bvFTD group (Control > bvFTD style decreases) using VBM.,"[""GLOBAL_I1"", ""GLOBAL_I2"", ""GLOBAL_I3"", ""DEMENTIA_DECREASING_ACTIVITY_I1"", ""DEMENTIA_DECREASING_ACTIVITY_I2""]",[],True,,Analysis uses voxel-based morphometry (VBM) to identify gray matter decreases associated with emotional enhancement in bvFTD; satisfies structural inclusion.,"[""GLOBAL_I1"", ""GLOBAL_I2"", ""GLOBAL_I3"", ""STRUCTURAL_I1""]",[],False,,Analysis is VBM (structural) rather than fMRI or FDG-PET; missing FUNCTIONAL_I1.,[],[]
25009480,3,25009480_analysis_3,AD,,T5,9,MNI,"[[-26.0, 0.0, 40.0], [32.0, -28.0, 18.0], [-36.0, -26.0, 60.0], [-36.0, -14.0, -26.0], [-28.0, 46.0, 24.0], [44.0, -2.0, -10.0], [-64.0, 4.0, -14.0], [32.0, -10.0, -34.0], [-26.0, -40.0, -22.0]]",0,True,,VBM whole-brain analysis reporting gray matter correlates for AD (with controls included); includes clinically diagnosed patients and controls and uses VBM.,"[""GLOBAL_I1"", ""GLOBAL_I2"", ""GLOBAL_I3"", ""DEMENTIA_ALL_I1""]",[],False,,This analysis reports decreases related to AD group rather than decreases for the bvFTD group specifically; does not meet DEMENTIA_DECREASING_ACTIVITY_I1 which specifies decreases for bvFTD.,[],[],True,,Analysis employs voxel-based morphometry (VBM) to report gray matter intensity decreases associated with emotional enhancement in AD; satisfies structural inclusion criteria.,"[""GLOBAL_I1"", ""GLOBAL_I2"", ""GLOBAL_I3"", ""STRUCTURAL_I1""]",[],False,,"This is a structural VBM analysis, not fMRI or FDG-PET; missing FUNCTIONAL_I1.",[],[]
25396740,0,25396740_analysis_0,BvFTD vs. Controls,,pone-0113081-t002,2,MNI,"[[18.0, -62.0, -64.0], [-26.0, -84.0, -52.0]]",0,True,,Analysis is a whole-brain voxelwise VBM contrast comparing clinically diagnosed bvFTD patients to healthy controls and uses VBM (an accepted modality) — meets global and local inclusion criteria.,"[""GLOBAL_I1"", ""GLOBAL_I2"", ""GLOBAL_I3"", ""DEMENTIA_ALL_I1""]",[],True,,"Whole-brain VBM contrast shows decreased grey matter intensity in bvFTD relative to controls (Control > bvFTD), satisfying both global criteria and local criteria for decreases and VBM modality.","[""GLOBAL_I1"", ""GLOBAL_I2"", ""GLOBAL_I3"", ""DEMENTIA_DECREASING_ACTIVITY_I1"", ""DEMENTIA_DECREASING_ACTIVITY_I2""]",[],True,,"This is a whole-brain VBM (voxel-based morphometry) analysis comparing bvFTD to controls, satisfying global criteria and the structural local inclusion criterion.","[""GLOBAL_I1"", ""GLOBAL_I2"", ""GLOBAL_I3"", ""STRUCTURAL_I1""]",[],False,,Excluded because the analysis uses VBM (structural) rather than fMRI or FDG-PET; missing FUNCTIONAL_I1.,"[""GLOBAL_I1"", ""GLOBAL_I2"", ""GLOBAL_I3""]",[]
25396740,1,25396740_analysis_1,SD vs. Controls,,pone-0113081-t002,3,MNI,"[[-24.0, -6.0, -52.0], [34.0, -8.0, -52.0], [-26.0, -82.0, -54.0]]",0,False,,Excluded because analysis compares SD (semantic dementia) to controls and does not include or compare the bvFTD group to healthy controls — missing GLOBAL_I2 and GLOBAL_I3.,[],[],False,,Excluded because analysis compares SD (semantic dementia) to controls and does not include or compare the bvFTD group to healthy controls — missing GLOBAL_I2 and GLOBAL_I3.,[],[],False,,Excluded because analysis compares SD (semantic dementia) to controls and does not include or compare the bvFTD group to healthy controls — missing GLOBAL_I2 and GLOBAL_I3.,[],[],False,,"Excluded because analysis compares SD (semantic dementia) to controls and does not include or compare the bvFTD group to healthy controls — missing GLOBAL_I2 and GLOBAL_I3 (and modality is VBM, not fMRI/FDG-PET).",[],[]
25396740,2,25396740_analysis_2,AD vs. Controls,,pone-0113081-t002,1,MNI,"[[30.0, -2.0, -54.0]]",0,False,,Excluded because analysis compares AD to controls and does not include or compare the bvFTD group to healthy controls — missing GLOBAL_I2 and GLOBAL_I3.,[],[],False,,Excluded because analysis compares AD to controls and does not include or compare the bvFTD group to healthy controls — missing GLOBAL_I2 and GLOBAL_I3.,[],[],False,,Excluded because analysis compares AD to controls and does not include or compare the bvFTD group to healthy controls — missing GLOBAL_I2 and GLOBAL_I3.,[],[],False,,"Excluded because analysis compares AD to controls and does not include or compare the bvFTD group to healthy controls — missing GLOBAL_I2 and GLOBAL_I3 (and modality is VBM, not fMRI/FDG-PET).",[],[]
