pmid,projects,tier,year,route,p_tables,already_tried,next_action
23263196,cue_reactivity,excluded,2013,other,0.727,nothing,manual: publisher html
23265637,vbm_of_substance_use,excluded,2013,elsevier,0.727,elsevier-skipped,manual: publisher html
23300105,cue_reactivity,excluded,2013,other,0.727,nothing,manual: publisher html
23318128,emotion_regulation_2022,excluded,2013,other,0.727,nothing,manual: publisher html
23319314,emotion_regulation_2022,excluded,2013,unknown,0.727,html-saved-no-tables,manual: re-save (current copy lacks tables)
23328472,vbm_of_substance_use,excluded,2012,other,0.727,nothing,manual: publisher html
23335390,cue_reactivity,excluded,2013,pmc,0.727,nothing,manual: pmc via browser
23364872,emotion_regulation_2022;vbm_of_substance_use,excluded,2013,other,0.727,nothing,manual: publisher html
23365241,decision_making,excluded,2013,pmc,0.727,nothing,manual: pmc via browser
23380716,cue_reactivity,excluded,2013,elsevier,0.727,elsevier-success;text-only,manual: publisher html
23381548,emotion_regulation_2022,excluded,2013,other,0.727,nothing,manual: publisher html
23385293,decision_making,excluded,2013,other,0.727,nothing,manual: publisher html
23385487,emotion_regulation_2022,excluded,2013,other,0.727,nothing,manual: publisher html
23390180,dementia,excluded,2013,pmc,0.727,elsevier-skipped,manual: pmc via browser
23398586,emotion_regulation_2022,excluded,2013,unknown,0.727,html-saved-no-tables,manual: re-save (current copy lacks tables)
23416451,decision_making,excluded,2013,pmc,0.727,nothing,manual: pmc via browser
23470155,cue_reactivity,excluded,2013,other,0.727,nothing,manual: publisher html
23473554,emotion_regulation_2022,excluded,2013,other,0.727,nothing,manual: publisher html
23475817,dementia,excluded,2013,pmc,0.727,elsevier-skipped,manual: pmc via browser
23489366,dementia,excluded,2013,pmc,0.727,elsevier-skipped,manual: pmc via browser
23501053,emotion_regulation_2022,excluded,2013,elsevier,0.727,elsevier-success;text-only,manual: publisher html
23527654,dementia,excluded,2013,other,0.727,elsevier-skipped,manual: publisher html
23542864,dementia,excluded,2013,other,0.727,elsevier-skipped,manual: publisher html
23551078,emotion_regulation_2022,excluded,2013,no-link,0.727,nothing,manual: resolve doi first
23553468,emotion_regulation_2022,excluded,2013,other,0.727,nothing,manual: publisher html
23572495,dementia,excluded,2013,pmc,0.727,elsevier-skipped,manual: pmc via browser
23575995,dementia,excluded,2013,other,0.727,elsevier-skipped,manual: publisher html
23579325,dementia,excluded,2013,pmc,0.727,elsevier-skipped,manual: pmc via browser
23586325,dementia,excluded,2013,other,0.727,elsevier-skipped,manual: publisher html
23587169,dementia,excluded,2013,other,0.727,elsevier-skipped,manual: publisher html
23591639,dementia,excluded,2013,other,0.727,elsevier-skipped,manual: publisher html
23595762,decision_making,excluded,2013,pmc,0.727,nothing,manual: pmc via browser
23611351,dementia,excluded,2013,other,0.727,elsevier-skipped,manual: publisher html
23615766,emotion_regulation_2022,excluded,2014,unknown,0.727,html-saved-no-tables,manual: re-save (current copy lacks tables)
23624495,emotion_regulation_2022,excluded,2014,unknown,0.727,elsevier-success;html-saved-no-tables,manual: re-save (current copy lacks tables)
23642578,vbm_of_substance_use,excluded,2013,elsevier,0.727,elsevier-failed,manual: publisher html
23658085,cue_reactivity,excluded,2013,other,0.727,nothing,manual: publisher html
23664945,emotion_regulation_2022,excluded,2013,elsevier,0.727,elsevier-success;text-only,manual: publisher html
23670589,decision_making,excluded,2013,pmc,0.727,nothing,manual: pmc via browser
23672654,dementia,excluded,2014,other,0.727,elsevier-skipped,manual: publisher html
23686576,dementia,excluded,2013,pmc,0.727,elsevier-skipped,manual: pmc via browser
23689018,emotion_regulation_2022,excluded,2013,elsevier,0.727,elsevier-success;text-only,manual: publisher html
23697290,cue_reactivity,excluded,2013,no-link,0.727,nothing,manual: resolve doi first
23711773,cue_reactivity,excluded,2014,other,0.727,nothing,manual: publisher html
23729473,dementia,excluded,2013,other,0.727,elsevier-skipped,manual: publisher html
23732817,cue_reactivity,excluded,2013,pmc,0.727,nothing,manual: pmc via browser
23739983,cue_reactivity,excluded,2013,pmc,0.727,nothing,manual: pmc via browser
23770414,emotion_regulation_2022,excluded,2013,elsevier,0.727,elsevier-success;text-only,manual: publisher html
23770804,decision_making,excluded,2013,pmc,0.727,nothing,manual: pmc via browser
23773427,cue_reactivity,excluded,2013,other,0.727,nothing,manual: publisher html
23782825,dementia,excluded,2013,other,0.727,elsevier-skipped,manual: publisher html
23784725,dementia,excluded,2013,other,0.727,elsevier-skipped,manual: publisher html
23793393,cue_reactivity,excluded,2013,other,0.727,nothing,manual: publisher html
23794681,dementia,excluded,2013,unknown,0.727,elsevier-skipped;html-saved-no-tables,manual: re-save (current copy lacks tables)
23806137,decision_making,excluded,2013,other,0.727,nothing,manual: publisher html
23806174,decision_making,excluded,2013,other,0.727,nothing,manual: publisher html
23813535,dementia,excluded,2013,other,0.727,elsevier-skipped,manual: publisher html
23825407,cue_reactivity,excluded,2013,pmc,0.727,nothing,manual: pmc via browser
23827226,emotion_regulation_2022,excluded,2013,elsevier,0.727,elsevier-success;text-only,manual: publisher html
23851400,vbm_of_substance_use,excluded,2014,pmc,0.727,nothing,manual: pmc via browser
23855491,dementia,excluded,2013,pmc,0.727,elsevier-skipped,manual: pmc via browser
23860029,dementia,excluded,2013,other,0.727,elsevier-skipped,manual: publisher html
23880959,emotion_regulation_2022,excluded,2014,other,0.727,nothing,manual: publisher html
23887281,dementia,excluded,2013,pmc,0.727,elsevier-skipped,manual: pmc via browser
23904492,cue_reactivity,excluded,2013,other,0.727,nothing,manual: publisher html
23924172,dementia,excluded,2014,other,0.727,elsevier-skipped,manual: publisher html
23943190,emotion_regulation_2022,excluded,2014,other,0.727,nothing,manual: publisher html
23946000,emotion_regulation_2022,excluded,2014,unknown,0.727,html-saved-no-tables,manual: re-save (current copy lacks tables)
23957226,dementia,excluded,2013,other,0.727,elsevier-skipped,manual: publisher html
23960247,emotion_regulation_2022,excluded,2013,other,0.727,nothing,manual: publisher html
23981357,emotion_regulation_2022,excluded,2013,other,0.727,nothing,manual: publisher html
23983029,decision_making,excluded,2013,pmc,0.727,nothing,manual: pmc via browser
23986267,decision_making,excluded,2014,pmc,0.727,nothing,manual: pmc via browser
23986300,dementia,excluded,2013,pmc,0.727,elsevier-skipped,manual: pmc via browser
24005336,dementia,excluded,2013,unknown,0.727,elsevier-skipped;html-saved-no-tables,manual: re-save (current copy lacks tables)
24018008,decision_making,excluded,2013,other,0.727,nothing,manual: publisher html
24039027,dementia,excluded,2014,pmc,0.727,elsevier-skipped,manual: pmc via browser
24042580,dementia,excluded,2013,pmc,0.727,elsevier-skipped,manual: pmc via browser
24047381,dementia,excluded,2013,other,0.727,elsevier-skipped,manual: publisher html
24048857,vbm_of_substance_use,excluded,2013,pmc,0.727,nothing,manual: pmc via browser
24056533,dementia,excluded,2013,pmc,0.727,elsevier-skipped,manual: pmc via browser
24059444,dementia,excluded,2013,other,0.727,elsevier-skipped,manual: publisher html
24077574,dementia,excluded,2013,pmc,0.727,elsevier-skipped,manual: pmc via browser
24094712,dementia,excluded,2013,elsevier,0.727,elsevier-success;text-only,manual: publisher html
24107968,cue_reactivity,excluded,2013,pmc,0.727,nothing,manual: pmc via browser
24113470,dementia,excluded,2014,pmc,0.727,elsevier-skipped,manual: pmc via browser
24116842,cue_reactivity;decision_making,excluded,2014,pmc,0.727,nothing,manual: pmc via browser
24122788,dementia,excluded,2014,other,0.727,elsevier-skipped,manual: publisher html
24123413,dementia,excluded,2014,other,0.727,elsevier-skipped,manual: publisher html
24145484,dementia,excluded,2013,other,0.727,elsevier-skipped,manual: publisher html
24188368,decision_making,excluded,2014,other,0.727,nothing,manual: publisher html
24216133,cue_reactivity,excluded,2014,elsevier,0.727,elsevier-success;text-only,manual: publisher html
24217279,dementia,excluded,2014,other,0.727,elsevier-skipped,manual: publisher html
24234359,dementia,excluded,2013,pmc,0.727,elsevier-skipped,manual: pmc via browser
24234836,emotion_regulation_2022,excluded,2014,other,0.727,nothing,manual: publisher html
24246274,vbm_of_substance_use,excluded,2014,other,0.727,nothing,manual: publisher html
24275797,emotion_regulation_2022,excluded,2014,other,0.727,nothing,manual: publisher html
24289467,dementia,excluded,2013,other,0.727,elsevier-skipped,manual: publisher html
24298901,cue_reactivity,excluded,2014,other,0.727,nothing,manual: publisher html
24300238,dementia,excluded,2014,elsevier,0.727,elsevier-success;text-only,manual: publisher html
24343258,dementia,excluded,2014,pmc,0.727,elsevier-skipped,manual: pmc via browser
24365676,emotion_regulation_2022,excluded,2014,unknown,0.727,elsevier-success;html-saved-no-tables,manual: re-save (current copy lacks tables)
24378604,dementia,excluded,2013,other,0.727,elsevier-skipped,manual: publisher html
24381231,decision_making,excluded,2014,pmc,0.727,nothing,manual: pmc via browser
24385135,dementia,excluded,2014,pmc,0.727,elsevier-skipped,manual: pmc via browser
24404822,dementia,excluded,2014,no-link,0.727,elsevier-skipped,manual: resolve doi first
24413622,dementia,excluded,2014,other,0.727,elsevier-skipped,manual: publisher html
24440597,emotion_regulation_2022,excluded,2014,elsevier,0.727,elsevier-success;text-only,manual: publisher html
24442602,vbm_of_substance_use,excluded,2014,other,0.727,nothing,manual: publisher html
24445987,dementia,excluded,2014,pmc,0.727,elsevier-skipped,manual: pmc via browser
24449748,vbm_of_substance_use,excluded,2014,other,0.727,nothing,manual: publisher html
24470336,dementia,excluded,2014,other,0.727,elsevier-skipped,manual: publisher html
24503555,dementia,excluded,2014,pmc,0.727,elsevier-skipped,manual: pmc via browser
24503614,dementia,excluded,2014,other,0.727,elsevier-skipped,manual: publisher html
24514874,dementia,excluded,2014,other,0.727,elsevier-skipped,manual: publisher html
24523536,decision_making,excluded,2014,pmc,0.727,nothing,manual: pmc via browser
24531155,dementia,excluded,2014,other,0.727,elsevier-skipped,manual: publisher html
24531157,dementia,excluded,2014,pmc,0.727,elsevier-skipped,manual: pmc via browser
24549970,vbm_of_substance_use,excluded,2014,pmc,0.727,nothing,manual: pmc via browser
24550543,dementia,excluded,2014,pmc,0.727,elsevier-skipped,manual: pmc via browser
24570279,dementia,excluded,2014,other,0.727,elsevier-skipped,manual: publisher html
24577455,dementia,excluded,2014,other,0.727,elsevier-skipped,manual: publisher html
24577466,dementia,excluded,2014,other,0.727,elsevier-skipped,manual: publisher html
24589068,emotion_regulation_2022,excluded,2014,other,0.727,nothing,manual: publisher html
24615897,emotion_regulation_2022,excluded,2014,other,0.727,nothing,manual: publisher html
24622944,cue_reactivity,excluded,2014,other,0.727,nothing,manual: publisher html
24650064,dementia,excluded,2014,other,0.727,elsevier-skipped,manual: publisher html
24658081,emotion_regulation_2022,excluded,2014,elsevier,0.727,elsevier-success;text-only,manual: publisher html
24661162,emotion_regulation_2022,excluded,2014,other,0.727,nothing,manual: publisher html
24670291,vbm_of_substance_use,excluded,2014,no-link,0.727,nothing,manual: resolve doi first
24676439,dementia,excluded,2014,no-link,0.727,elsevier-skipped,manual: resolve doi first
24685291,dementia,excluded,2014,elsevier,0.727,elsevier-success;text-only,manual: publisher html
24698410,dementia,excluded,2014,other,0.727,elsevier-skipped,manual: publisher html
24700453,vbm_of_substance_use,excluded,2014,pmc,0.727,nothing,manual: pmc via browser
24702449,decision_making,excluded,2014,other,0.727,nothing,manual: publisher html
24733620,dementia,excluded,2014,pmc,0.727,elsevier-skipped,manual: pmc via browser
24760339,dementia,excluded,2014,pmc,0.727,elsevier-skipped,manual: pmc via browser
24762944,dementia,excluded,2014,other,0.727,elsevier-skipped,manual: publisher html
24763631,decision_making,excluded,2014,other,0.727,nothing,manual: publisher html
24768717,cue_reactivity,excluded,2014,elsevier,0.727,elsevier-skipped,manual: publisher html
24779634,dementia,excluded,2014,other,0.727,elsevier-skipped,manual: publisher html
24780899,dementia,excluded,2014,pmc,0.727,elsevier-skipped,manual: pmc via browser
24797333,emotion_regulation_2022,excluded,2014,elsevier,0.727,elsevier-success;text-only,manual: publisher html
24824204,dementia,excluded,2014,other,0.727,elsevier-skipped,manual: publisher html
24828652,decision_making,excluded,2014,pmc,0.727,nothing,manual: pmc via browser
24831931,dementia,excluded,2014,elsevier,0.727,elsevier-success;text-only,manual: publisher html
24835403,cue_reactivity,excluded,2014,elsevier,0.727,elsevier-success;text-only,manual: publisher html
24874830,cue_reactivity,excluded,2014,other,0.727,nothing,manual: publisher html
24893591,dementia,excluded,2014,other,0.727,elsevier-skipped,manual: publisher html
24927705,dementia,excluded,2014,pmc,0.727,elsevier-skipped,manual: pmc via browser
24928930,dementia,excluded,2014,pmc,0.727,elsevier-skipped,manual: pmc via browser
24975023,cue_reactivity,excluded,2014,pmc,0.727,nothing,manual: pmc via browser
24978633,dementia,excluded,2014,other,0.727,elsevier-skipped,manual: publisher html
24996793,dementia,excluded,2014,other,0.727,elsevier-skipped,manual: publisher html
25002573,dementia,excluded,2014,other,0.727,elsevier-skipped,manual: publisher html
25024321,dementia,excluded,2014,other,0.727,elsevier-skipped,manual: publisher html
25024335,dementia,excluded,2014,other,0.727,elsevier-skipped,manual: publisher html
25039251,vbm_of_substance_use,excluded,2014,other,0.727,nothing,manual: publisher html
25046244,emotion_regulation_2022,excluded,2014,other,0.727,nothing,manual: publisher html
25069435,dementia,excluded,2014,other,0.727,elsevier-skipped,manual: publisher html
25171901,dementia,excluded,2014,other,0.727,elsevier-skipped,manual: publisher html
25199981,cue_reactivity,excluded,2014,elsevier,0.727,elsevier-success;text-only,manual: publisher html
25287597,dementia,excluded,2014,other,0.727,elsevier-skipped,manual: publisher html
25317628,dementia,excluded,2014,other,0.727,elsevier-skipped,manual: publisher html
25320782,dementia,excluded,2014,no-link,0.727,elsevier-skipped,manual: resolve doi first
25358680,dementia,excluded,2014,other,0.727,elsevier-skipped,manual: publisher html
25391316,dementia,excluded,2014,other,0.727,elsevier-skipped,manual: publisher html
25486718,emotion_regulation_2022,excluded,2014,no-link,0.727,nothing,manual: resolve doi first
25531687,dementia,excluded,2014,pmc,0.727,elsevier-skipped,manual: pmc via browser
25571419,emotion_regulation_2022,excluded,2014,no-link,0.727,nothing,manual: resolve doi first
25574747,dementia,excluded,2014,other,0.727,elsevier-skipped,manual: publisher html
25574752,dementia,excluded,2014,other,0.727,elsevier-skipped,manual: publisher html
25750687,emotion_regulation_2022,excluded,2014,unknown,0.727,html-saved-no-tables,manual: re-save (current copy lacks tables)
26168376,emotion_regulation_2022,excluded,2011,other,0.727,nothing,manual: publisher html
27157482,dementia,excluded,2010,elsevier,0.727,elsevier-skipped,manual: publisher html
29166751,dementia,excluded,2020,other,0.723,elsevier-skipped,manual: publisher html
30739618,emotion_regulation_2022,excluded,2020,other,0.723,nothing,manual: publisher html
30744720,emotion_regulation_2022,excluded,2020,other,0.723,nothing,manual: publisher html
31088224,dementia,excluded,2020,other,0.723,elsevier-skipped,manual: publisher html
31190662,cue_reactivity,excluded,2020,other,0.723,nothing,manual: publisher html
31286349,dementia,excluded,2020,other,0.723,elsevier-skipped,manual: publisher html
31328716,emotion_regulation_2022,excluded,2020,other,0.723,nothing,manual: publisher html
31456251,cue_reactivity,excluded,2020,other,0.723,nothing,manual: publisher html
31573679,cue_reactivity,excluded,2020,other,0.723,nothing,manual: publisher html
31668596,dementia,excluded,2020,pmc,0.723,elsevier-failed,manual: pmc via browser
31710340,dementia,excluded,2020,pmc,0.723,elsevier-skipped,manual: pmc via browser
31728624,emotion_regulation_2022,excluded,2020,other,0.723,nothing,manual: publisher html
31864019,dementia,excluded,2020,elsevier,0.723,elsevier-success;text-only,manual: publisher html
31888419,emotion_regulation_2022,excluded,2020,other,0.723,nothing,manual: publisher html
31953029,cue_reactivity,excluded,2020,other,0.723,nothing,manual: publisher html
32016814,cue_reactivity,excluded,2023,other,0.723,nothing,manual: publisher html
32176761,cue_reactivity,excluded,2020,other,0.723,nothing,manual: publisher html
32233273,cue_reactivity,excluded,2020,other,0.723,nothing,manual: publisher html
32252540,cue_reactivity,excluded,2020,pmc,0.723,nothing,manual: pmc via browser
32482919,dementia,excluded,2020,other,0.723,elsevier-skipped,manual: publisher html
32507758,dementia,excluded,2020,other,0.723,elsevier-skipped,manual: publisher html
32533819,cue_reactivity,excluded,2020,other,0.723,nothing,manual: publisher html
32686948,cue_reactivity,excluded,2020,other,0.723,nothing,manual: publisher html
32705569,cue_reactivity,excluded,2020,other,0.723,nothing,manual: publisher html
32809046,cue_reactivity,excluded,2020,other,0.723,nothing,manual: publisher html
32854531,cue_reactivity,excluded,2020,pmc,0.723,nothing,manual: pmc via browser
33207355,dementia,excluded,2020,other,0.723,elsevier-skipped,manual: publisher html
33460185,cue_reactivity,excluded,2020,other,0.723,nothing,manual: publisher html
33486486,dementia,excluded,2020,other,0.723,elsevier-skipped,manual: publisher html
39620843,dementia,excluded,2024,other,0.723,nothing,manual: publisher html
15459077,emotion_regulation_2022,excluded,2005,other,0.634,nothing,manual: publisher html
15459079,executive_function,excluded,2005,other,0.634,nothing,manual: publisher html
15563725,executive_function,excluded,2005,unknown,0.634,elsevier-skipped,manual: resolve doi first
15615814,dementia,excluded,2005,unknown,0.634,elsevier-skipped,manual: resolve doi first
15630363,executive_function,excluded,2005,unknown,0.634,elsevier-skipped,manual: resolve doi first
15649088,executive_function,excluded,2005,unknown,0.634,elsevier-skipped,manual: resolve doi first
15660647,executive_function,excluded,2005,unknown,0.634,elsevier-skipped,manual: resolve doi first
15666327,executive_function,excluded,2005,unknown,0.634,elsevier-skipped,manual: resolve doi first
15668210,executive_function,excluded,2005,unknown,0.634,elsevier-skipped,manual: resolve doi first
15670229,executive_function,excluded,2005,unknown,0.634,elsevier-skipped,manual: resolve doi first
15673663,executive_function,excluded,2005,unknown,0.634,elsevier-skipped,manual: resolve doi first
15677609,executive_function,excluded,2005,unknown,0.634,elsevier-skipped,manual: resolve doi first
15689356,dementia,excluded,2005,unknown,0.634,elsevier-skipped,manual: resolve doi first
15689742,executive_function,excluded,2005,unknown,0.634,elsevier-skipped,manual: resolve doi first
15690653,executive_function,excluded,2005,unknown,0.634,elsevier-skipped,manual: resolve doi first
15701837,executive_function,excluded,2005,unknown,0.634,elsevier-skipped,manual: resolve doi first
15703387,executive_function,excluded,2005,unknown,0.634,elsevier-skipped,manual: resolve doi first
15716518,executive_function,excluded,2005,unknown,0.634,elsevier-skipped,manual: resolve doi first
15716537,executive_function,excluded,2005,unknown,0.634,elsevier-skipped,manual: resolve doi first
15719074,executive_function,excluded,2005,unknown,0.634,elsevier-skipped,manual: resolve doi first
15720173,executive_function,excluded,2005,unknown,0.634,elsevier-skipped,manual: resolve doi first
15727616,executive_function,excluded,2005,unknown,0.634,elsevier-skipped,manual: resolve doi first
15728437,executive_function,excluded,2005,unknown,0.634,elsevier-skipped,manual: resolve doi first
15729733,executive_function,excluded,2005,unknown,0.634,elsevier-skipped,manual: resolve doi first
15739047,dementia,excluded,2005,unknown,0.634,elsevier-skipped,manual: resolve doi first
15742440,executive_function,excluded,2005,unknown,0.634,elsevier-skipped,manual: resolve doi first
15746224,executive_function,excluded,2005,unknown,0.634,elsevier-skipped,manual: resolve doi first
15753238,executive_function,excluded,2005,unknown,0.634,elsevier-skipped,manual: resolve doi first
15758048,decision_making,excluded,2005,unknown,0.634,elsevier-skipped,manual: resolve doi first
15769497,executive_function,excluded,2005,unknown,0.634,elsevier-skipped,manual: resolve doi first
15772951,executive_function,excluded,2005,unknown,0.634,elsevier-skipped,manual: resolve doi first
15772953,executive_function,excluded,2005,unknown,0.634,elsevier-skipped,manual: resolve doi first
15774439,executive_function,excluded,2005,unknown,0.634,elsevier-skipped,manual: resolve doi first
15774455,dementia,excluded,2005,unknown,0.634,elsevier-skipped,manual: resolve doi first
15784710,executive_function,excluded,2005,unknown,0.634,elsevier-skipped,manual: resolve doi first
15800453,dementia,excluded,2005,unknown,0.634,elsevier-failed,manual: resolve doi first
15804920,executive_function,excluded,2005,unknown,0.634,elsevier-skipped,manual: resolve doi first
15805001,executive_function,excluded,2005,unknown,0.634,elsevier-skipped,manual: resolve doi first
15815583,executive_function,excluded,2005,unknown,0.634,elsevier-skipped,manual: resolve doi first
15817644,executive_function,excluded,2005,unknown,0.634,elsevier-skipped,manual: resolve doi first
15823984,executive_function,excluded,2005,unknown,0.634,elsevier-skipped,manual: resolve doi first
15826258,executive_function,excluded,2005,unknown,0.634,elsevier-skipped,manual: resolve doi first
15826967,executive_function,excluded,2005,unknown,0.634,elsevier-skipped,manual: resolve doi first
15826996,dementia,excluded,2005,unknown,0.634,elsevier-skipped,manual: resolve doi first
15835285,executive_function,excluded,2005,unknown,0.634,elsevier-skipped,manual: resolve doi first
15838577,executive_function,excluded,2005,unknown,0.634,elsevier-skipped,manual: resolve doi first
15841415,dementia,excluded,2005,unknown,0.634,elsevier-skipped,manual: resolve doi first
15841677,executive_function,excluded,2005,unknown,0.634,elsevier-skipped,manual: resolve doi first
15843422,executive_function,excluded,2005,unknown,0.634,elsevier-skipped,manual: resolve doi first
15844669,dementia,excluded,2005,unknown,0.634,elsevier-skipped,manual: resolve doi first
15850502,cue_reactivity,excluded,2005,unknown,0.634,elsevier-skipped,manual: resolve doi first
15852386,executive_function,excluded,2005,unknown,0.634,elsevier-skipped,manual: resolve doi first
15863793,emotion_regulation_2022,excluded,2005,other,0.634,nothing,manual: publisher html
15868717,executive_function,excluded,2005,other,0.634,nothing,manual: publisher html
15869317,executive_function,excluded,2005,no-link,0.634,nothing,manual: resolve doi first
15875911,dementia,excluded,2005,other,0.634,elsevier-skipped,manual: publisher html
15879018,executive_function,excluded,2005,pmc,0.634,nothing,manual: pmc via browser
15881525,executive_function,excluded,2005,no-link,0.634,nothing,manual: resolve doi first
15881528,executive_function,excluded,2005,no-link,0.634,nothing,manual: resolve doi first
15884631,executive_function,excluded,2005,no-link,0.634,nothing,manual: resolve doi first
15908747,dementia,excluded,2005,other,0.634,elsevier-skipped,manual: publisher html
15929098,executive_function,excluded,2005,pmc,0.634,nothing,manual: pmc via browser
15930045,dementia,excluded,2005,other,0.634,elsevier-skipped,manual: publisher html
15930054,executive_function,excluded,2005,other,0.634,nothing,manual: publisher html
15938707,executive_function,excluded,2005,other,0.634,nothing,manual: publisher html
15942956,executive_function,excluded,2006,other,0.634,nothing,manual: publisher html
15947061,executive_function,excluded,2005,other,0.634,nothing,manual: publisher html
15949236,executive_function,excluded,2005,other,0.634,nothing,manual: publisher html
15961982,executive_function,excluded,2005,other,0.634,elsevier-skipped,manual: publisher html
15965697,dementia,excluded,2005,other,0.634,elsevier-skipped,manual: publisher html
15966754,cue_reactivity,excluded,2005,other,0.634,nothing,manual: publisher html
15977297,executive_function,excluded,2005,no-link,0.634,nothing,manual: resolve doi first
15978017,executive_function,excluded,2005,other,0.634,nothing,manual: publisher html
15981721,executive_function,excluded,2005,other,0.634,nothing,manual: publisher html
15986731,executive_function,excluded,2005,no-link,0.634,nothing,manual: resolve doi first
15987275,executive_function,excluded,2005,other,0.634,nothing,manual: publisher html
15987579,executive_function,excluded,2005,other,0.634,nothing,manual: publisher html
15987709,executive_function,excluded,2005,other,0.634,nothing,manual: publisher html
15988623,executive_function,excluded,2005,other,0.634,nothing,manual: publisher html
15990714,executive_function,excluded,2005,no-link,0.634,nothing,manual: resolve doi first
15997014,emotion_regulation_2022,excluded,2005,other,0.634,nothing,manual: publisher html
15997015,vbm_of_substance_use,excluded,2005,other,0.634,nothing,manual: publisher html
15997600,executive_function,excluded,2005,pmc,0.634,nothing,manual: pmc via browser
16000632,executive_function,excluded,2005,pmc,0.634,nothing,manual: pmc via browser
16004619,executive_function,excluded,2006,other,0.634,nothing,manual: publisher html
16006705,executive_function,excluded,2005,no-link,0.634,nothing,manual: resolve doi first
16015442,executive_function,excluded,2005,other,0.634,nothing,manual: publisher html
16019380,executive_function,excluded,2005,other,0.634,nothing,manual: publisher html
16021963,dementia,excluded,2005,no-link,0.634,elsevier-skipped,manual: resolve doi first
16032689,dementia,excluded,2005,other,0.634,elsevier-skipped,manual: publisher html
16036465,executive_function,excluded,2005,other,0.634,nothing,manual: publisher html
16043895,executive_function,excluded,2005,other,0.634,nothing,manual: publisher html
16045067,executive_function,excluded,2005,no-link,0.634,nothing,manual: resolve doi first
16045068,executive_function,excluded,2005,no-link,0.634,nothing,manual: resolve doi first
16047521,executive_function,excluded,2005,pmc,0.634,nothing,manual: pmc via browser
16078183,executive_function,excluded,2006,pmc,0.634,nothing,manual: pmc via browser
16087447,executive_function,excluded,2005,pmc,0.634,nothing,manual: pmc via browser
16088140,dementia,excluded,2005,other,0.634,elsevier-skipped,manual: publisher html
16107352,executive_function,excluded,2005,pmc,0.634,nothing,manual: pmc via browser
16107356,executive_function,excluded,2005,pmc,0.634,nothing,manual: pmc via browser
16107368,executive_function,excluded,2005,pmc,0.634,nothing,manual: pmc via browser
16120878,executive_function,excluded,2005,other,0.634,nothing,manual: publisher html
16124082,executive_function,excluded,2005,other,0.634,nothing,manual: publisher html
16134735,executive_function,excluded,2005,other,0.634,nothing,manual: publisher html
16135618,executive_function,excluded,2005,pmc,0.634,nothing,manual: pmc via browser
16136863,executive_function,excluded,2005,no-link,0.634,nothing,manual: resolve doi first
16139733,executive_function,excluded,2005,elsevier,0.634,elsevier-skipped,manual: publisher html
16145126,executive_function,excluded,2005,pmc,0.634,nothing,manual: pmc via browser
16147579,executive_function,excluded,2005,other,0.634,nothing,manual: publisher html
16171034,executive_function,excluded,2005,no-link,0.634,nothing,manual: resolve doi first
16174176,executive_function,excluded,2005,other,0.634,nothing,manual: publisher html
16178033,executive_function,excluded,2005,other,0.634,nothing,manual: publisher html
16180210,executive_function,excluded,2006,pmc,0.634,nothing,manual: pmc via browser
16180709,dementia,excluded,2005,no-link,0.634,elsevier-skipped,manual: resolve doi first
16183552,executive_function,excluded,2005,no-link,0.634,nothing,manual: resolve doi first
16183616,executive_function,excluded,2005,pmc,0.634,nothing,manual: pmc via browser
16192724,dementia,excluded,2005,other,0.634,elsevier-skipped,manual: publisher html
16193841,dementia,excluded,2005,other,0.634,elsevier-skipped,manual: publisher html
16199831,executive_function,excluded,2005,other,0.634,nothing,manual: publisher html
16201122,emotion_regulation_2022,excluded,2005,no-link,0.634,nothing,manual: resolve doi first
16211531,executive_function,excluded,2005,other,0.634,nothing,manual: publisher html
16211615,executive_function,excluded,2006,other,0.634,nothing,manual: publisher html
16224919,executive_function,excluded,2005,other,0.634,nothing,manual: publisher html
16225562,executive_function,excluded,2005,other,0.634,nothing,manual: publisher html
16229380,cue_reactivity,excluded,2005,other,0.634,nothing,manual: publisher html
16240349,dementia,excluded,2005,other,0.634,elsevier-skipped,manual: publisher html
16243219,dementia,excluded,2005,elsevier,0.634,elsevier-success;text-only,manual: publisher html
16245070,emotion_regulation_2022,excluded,2005,other,0.634,nothing,manual: publisher html
16251138,dementia,excluded,2005,other,0.634,elsevier-skipped,manual: publisher html
16252889,dementia,excluded,2005,no-link,0.634,elsevier-skipped,manual: resolve doi first
16254883,executive_function,excluded,2005,other,0.634,nothing,manual: publisher html
16254993,cue_reactivity,excluded,2005,other,0.634,nothing,manual: publisher html
16255007,executive_function,excluded,2005,other,0.634,nothing,manual: publisher html
16265841,dementia,excluded,2005,other,0.634,elsevier-skipped,manual: publisher html
16268374,executive_function,excluded,2005,no-link,0.634,nothing,manual: resolve doi first
16269396,executive_function,excluded,2005,other,0.634,nothing,manual: publisher html
16273542,dementia,excluded,2005,other,0.634,elsevier-skipped,manual: publisher html
16284969,cue_reactivity;executive_function,excluded,2005,other,0.634,nothing,manual: publisher html
16292168,emotion_regulation_2022,excluded,2005,elsevier,0.634,elsevier-success;text-only,manual: publisher html
16296442,executive_function,excluded,2005,other,0.634,nothing,manual: publisher html
16317254,dementia,excluded,2005,unknown,0.634,elsevier-skipped;html-saved-no-tables,manual: re-save (current copy lacks tables)
16319024,dementia,excluded,2005,no-link,0.634,elsevier-skipped,manual: resolve doi first
