pmid,publisher,journal,year,doi,doi_url,pubmed_url,title,is_oa,oa_pdf,oa_landing
16946356,RCPsych,The British journal of psychiatry : the journa,2006,10.1192/bjp.bp.105.016337,https://doi.org/10.1192/bjp.bp.105.016337,https://pubmed.ncbi.nlm.nih.gov/16946356/,Grey matter correlates of minor physical anomalies in the AeSOP first-episode psychosis study.,yes,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/383B2CB14ADFC3BF19B5F639F486520F/S0007125000232534a.pdf/div-class-title-grey-matter-correlates-of-minor-physical-anomalies-in-the-aesop-first-episode-psychosis-study-div.pdf,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/383B2CB14ADFC3BF19B5F639F486520F/S0007125000232534a.pdf/div-class-title-grey-matter-correlates-of-minor-physical-anomalies-in-the-aesop-first-episode-psychosis-study-div.pdf
19182174,RCPsych,The British journal of psychiatry : the journa,2009,10.1192/bjp.bp.107.045633,https://doi.org/10.1192/bjp.bp.107.045633,https://pubmed.ncbi.nlm.nih.gov/19182174/,Structural and metabolic changes in language areas linked to formal thought disorder.,yes,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/C59FF8FF8DD062A9060E6079449FC11E/S0007125000236568a.pdf/div-class-title-structural-and-metabolic-changes-in-language-areas-linked-to-formal-thought-disorder-div.pdf,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/C59FF8FF8DD062A9060E6079449FC11E/S0007125000236568a.pdf/div-class-title-structural-and-metabolic-changes-in-language-areas-linked-to-formal-thought-disorder-div.pdf
19721111,RCPsych,The British journal of psychiatry : the journa,2009,10.1192/bjp.bp.108.052068,https://doi.org/10.1192/bjp.bp.108.052068,https://pubmed.ncbi.nlm.nih.gov/19721111/,Neuroanatomical correlates of different vulnerability states for psychosis and their clinical outcomes.,yes,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/992497032C6A07444C0A0E0C6807D444/S0007125000250149a.pdf/div-class-title-neuroanatomical-correlates-of-different-vulnerability-states-for-psychosis-and-their-clinical-outcomes-div.pdf,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/992497032C6A07444C0A0E0C6807D444/S0007125000250149a.pdf/div-class-title-neuroanatomical-correlates-of-different-vulnerability-states-for-psychosis-and-their-clinical-outcomes-div.pdf
19721112,RCPsych,The British journal of psychiatry : the journa,2009,10.1192/bjp.bp.108.052738,https://doi.org/10.1192/bjp.bp.108.052738,https://pubmed.ncbi.nlm.nih.gov/19721112/,Brain morphology and neurological soft signs in adolescents with first-episode psychosis.,yes,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/6F361052F1DF63E7E3407C281F102D17/S0007125000250150a.pdf/div-class-title-brain-morphology-and-neurological-soft-signs-in-adolescents-with-first-episode-psychosis-div.pdf,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/6F361052F1DF63E7E3407C281F102D17/S0007125000250150a.pdf/div-class-title-brain-morphology-and-neurological-soft-signs-in-adolescents-with-first-episode-psychosis-div.pdf
20679268,RCPsych,The British journal of psychiatry : the journa,2010,10.1192/bjp.bp.109.070888,https://doi.org/10.1192/bjp.bp.109.070888,https://pubmed.ncbi.nlm.nih.gov/20679268/,"Insight, grey matter and cognitive function in first-onset psychosis.",yes,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/B498113F7ACE651355ABA369E3C5727C/S0007125000252872a.pdf/div-class-title-insight-grey-matter-and-cognitive-function-in-first-onset-psychosis-div.pdf,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/B498113F7ACE651355ABA369E3C5727C/S0007125000252872a.pdf/div-class-title-insight-grey-matter-and-cognitive-function-in-first-onset-psychosis-div.pdf
21727234,RCPsych,The British journal of psychiatry : the journa,2011,10.1192/bjp.bp.110.083600,https://doi.org/10.1192/bjp.bp.110.083600,https://pubmed.ncbi.nlm.nih.gov/21727234/,Neural correlates of cognitive impairment in schizophrenia.,yes,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/DC0B98881A80C18999F379DB351A8F77/S0007125000256390a.pdf/div-class-title-neural-correlates-of-cognitive-impairment-in-schizophrenia-div.pdf,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/DC0B98881A80C18999F379DB351A8F77/S0007125000256390a.pdf/div-class-title-neural-correlates-of-cognitive-impairment-in-schizophrenia-div.pdf
23222039,RCPsych,The British journal of psychiatry : the journa,2013,10.1192/bjp.bp.112.114538,https://doi.org/10.1192/bjp.bp.112.114538,https://pubmed.ncbi.nlm.nih.gov/23222039/,Structural brain changes associated with tardive dyskinesia in schizophrenia.,yes,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/E9521DEE024115381EEC78544169281E/S0007125000009351a.pdf/div-class-title-structural-brain-changes-associated-with-tardive-dyskinesia-in-schizophrenia-div.pdf,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/E9521DEE024115381EEC78544169281E/S0007125000009351a.pdf/div-class-title-structural-brain-changes-associated-with-tardive-dyskinesia-in-schizophrenia-div.pdf
24311551,RCPsych,The British journal of psychiatry : the journa,2014,10.1192/bjp.bp.113.131359,https://doi.org/10.1192/bjp.bp.113.131359,https://pubmed.ncbi.nlm.nih.gov/24311551/,Effects of a novel schizophrenia risk variant rs7914558 at CNNM2 on brain structure and attributional style.,yes,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/467E10F4ACB404ADD0877B9F7D662CA8/S0007125000275454a.pdf/div-class-title-effects-of-a-novel-schizophrenia-risk-variant-rs7914558-at-span-class-italic-cnnm2-span-on-brain-structure-and-attributional-style-div.pdf,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/467E10F4ACB404ADD0877B9F7D662CA8/S0007125000275454a.pdf/div-class-title-effects-of-a-novel-schizophrenia-risk-variant-rs7914558-at-span-class-italic-cnnm2-span-on-brain-structure-and-attributional-style-div.pdf
25012683,RCPsych,The British journal of psychiatry : the journa,2014,10.1192/bjp.bp.113.138099,https://doi.org/10.1192/bjp.bp.113.138099,https://pubmed.ncbi.nlm.nih.gov/25012683/,Functional connectivity and grey matter volume of the striatum in schizophrenia.,yes,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/6E832200F63374597CD156EB9FC37350/S0007125000277544a.pdf/div-class-title-functional-connectivity-and-grey-matter-volume-of-the-striatum-in-schizophrenia-div.pdf,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/6E832200F63374597CD156EB9FC37350/S0007125000277544a.pdf/div-class-title-functional-connectivity-and-grey-matter-volume-of-the-striatum-in-schizophrenia-div.pdf
26541691,RCPsych,The British journal of psychiatry : the journa,2016,10.1192/bjp.bp.114.152140,https://doi.org/10.1192/bjp.bp.114.152140,https://pubmed.ncbi.nlm.nih.gov/26541691/,"Specificity proteins 1 and 4, hippocampal volume and first-episode psychosis.",yes,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/FB3058B31A211662F821E0AE6DBC2E2D/S0007125000244115a.pdf/div-class-title-specificity-proteins-1-and-4-hippocampal-volume-and-first-episode-psychosis-div.pdf,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/FB3058B31A211662F821E0AE6DBC2E2D/S0007125000244115a.pdf/div-class-title-specificity-proteins-1-and-4-hippocampal-volume-and-first-episode-psychosis-div.pdf
35144702,RCPsych,The British journal of psychiatry : the journa,2022,10.1192/bjp.2022.22,https://doi.org/10.1192/bjp.2022.22,https://pubmed.ncbi.nlm.nih.gov/35144702/,Consistent brain structural abnormalities and multisite individualised classification of schizophrenia using d,no,,
18055926,RCPsych,The British journal of psychiatry. Supplement,2007,10.1192/bjp.191.51.s111,https://doi.org/10.1192/bjp.191.51.s111,https://pubmed.ncbi.nlm.nih.gov/18055926/,Grey matter abnormalities in first-episode schizophrenia and affective psychosis.,yes,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/3709EDA95363699377A2630007EF1304/S0007125000248241a.pdf/div-class-title-grey-matter-abnormalities-in-first-episode-schizophrenia-and-affective-psychosis-div.pdf,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/3709EDA95363699377A2630007EF1304/S0007125000248241a.pdf/div-class-title-grey-matter-abnormalities-in-first-episode-schizophrenia-and-affective-psychosis-div.pdf
18055927,RCPsych,The British journal of psychiatry. Supplement,2007,10.1192/bjp.191.51.s117,https://doi.org/10.1192/bjp.191.51.s117,https://pubmed.ncbi.nlm.nih.gov/18055927/,Grey matter abnormalities in Brazilians with first-episode psychosis.,yes,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/E610378C5705F99BF3D3DC7735570BF9/S0007125000248253a.pdf/div-class-title-grey-matter-abnormalities-in-brazilians-with-first-episode-psychosis-div.pdf,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/E610378C5705F99BF3D3DC7735570BF9/S0007125000248253a.pdf/div-class-title-grey-matter-abnormalities-in-brazilians-with-first-episode-psychosis-div.pdf
18055928,RCPsych,The British journal of psychiatry. Supplement,2007,10.1192/bjp.191.51.s123,https://doi.org/10.1192/bjp.191.51.s123,https://pubmed.ncbi.nlm.nih.gov/18055928/,Duration of prodromal phase and severity of volumetric abnormalities in first-episode psychosis.,yes,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/179E0485EC39F1918A728A9DCBADCBE0/S0007125000248265a.pdf/div-class-title-duration-of-prodromal-phase-and-severity-of-volumetric-abnormalities-in-first-episode-psychosis-div.pdf,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/179E0485EC39F1918A728A9DCBADCBE0/S0007125000248265a.pdf/div-class-title-duration-of-prodromal-phase-and-severity-of-volumetric-abnormalities-in-first-episode-psychosis-div.pdf
29728906,Springer,Brain imaging and behavior,2019,10.1007/s11682-018-9880-6,https://doi.org/10.1007/s11682-018-9880-6,https://pubmed.ncbi.nlm.nih.gov/29728906/,Altered voxel-wise gray matter structural brain networks in schizophrenia: Association with brain genetic expr,no,,
31377989,Springer,Brain imaging and behavior,2020,10.1007/s11682-019-00172-x,https://doi.org/10.1007/s11682-019-00172-x,https://pubmed.ncbi.nlm.nih.gov/31377989/,Voxel-based morphometry results in first-episode schizophrenia: a comparison of publicly available software pa,no,,
33033986,Springer,Brain imaging and behavior,2021,10.1007/s11682-020-00393-5,https://doi.org/10.1007/s11682-020-00393-5,https://pubmed.ncbi.nlm.nih.gov/33033986/,Less reduced gray matter volume in the subregions of superior temporal gyrus predicts better treatment efficac,no,,
35060009,Springer,Brain imaging and behavior,2022,10.1007/s11682-021-00591-9,https://doi.org/10.1007/s11682-021-00591-9,https://pubmed.ncbi.nlm.nih.gov/35060009/,Decreased gray matter volume is associated with theory of mind deficit in adolescents with schizophrenia.,no,,
35751735,Springer,Brain imaging and behavior,2022,10.1007/s11682-022-00677-y,https://doi.org/10.1007/s11682-022-00677-y,https://pubmed.ncbi.nlm.nih.gov/35751735/,Facial emotion perception abilities are related to grey matter volume in the culmen of cerebellum anterior lob,no,,
22131119,Springer,Brain structure & function,2012,10.1007/s00429-011-0365-2,https://doi.org/10.1007/s00429-011-0365-2,https://pubmed.ncbi.nlm.nih.gov/22131119/,Reduction of cerebellar grey matter in Crus I and II in schizophrenia.,no,,
28710677,Springer,"Cerebellum (London, England)",2017,10.1007/s12311-017-0874-5,https://doi.org/10.1007/s12311-017-0874-5,https://pubmed.ncbi.nlm.nih.gov/28710677/,Cerebellar Contributions to Persistent Auditory Verbal Hallucinations in Patients with Schizophrenia.,no,,
40117089,Springer,"Cerebellum (London, England)",2025,10.1007/s12311-025-01822-1,https://doi.org/10.1007/s12311-025-01822-1,https://pubmed.ncbi.nlm.nih.gov/40117089/,Reduced Cerebellar Volumes Associate with P300 Amplitude Attenuation in Children with Clinical High Risk for P,no,,
15538599,Springer,European archives of psychiatry and clinical n,2004,10.1007/s00406-004-0522-1,https://doi.org/10.1007/s00406-004-0522-1,https://pubmed.ncbi.nlm.nih.gov/15538599/,Structural brain differences in patients with schizophrenia and schizotypal disorder demonstrated by voxel-bas,no,,
15812604,Springer,European archives of psychiatry and clinical n,2005,10.1007/s00406-004-0540-z,https://doi.org/10.1007/s00406-004-0540-z,https://pubmed.ncbi.nlm.nih.gov/15812604/,Relationship between exploratory eye movements and brain morphology in schizophrenia spectrum patients: voxel-,no,,
21188405,Springer,European archives of psychiatry and clinical n,2011,10.1007/s00406-010-0183-1,https://doi.org/10.1007/s00406-010-0183-1,https://pubmed.ncbi.nlm.nih.gov/21188405/,Different gray matter patterns in chronic schizophrenia and chronic bipolar disorder patients identified using,no,,
21191610,Springer,European archives of psychiatry and clinical n,2011,10.1007/s00406-010-0182-2,https://doi.org/10.1007/s00406-010-0182-2,https://pubmed.ncbi.nlm.nih.gov/21191610/,Optimized voxel brain morphometry: association between brain volumes and the response to atypical antipsychoti,no,,
28707138,Springer,European child & adolescent psychiatry,2018,10.1007/s00787-017-1013-z,https://doi.org/10.1007/s00787-017-1013-z,https://pubmed.ncbi.nlm.nih.gov/28707138/,Gray matter changes and cognitive predictors of 2-year follow-up abnormalities in early-onset first-episode ps,no,,
25963262,Springer,Journal of biosciences,2015,10.1007/s12038-015-9509-5,https://doi.org/10.1007/s12038-015-9509-5,https://pubmed.ncbi.nlm.nih.gov/25963262/,Functional and structural abnormalities associated with empathy in patients with schizophrenia: An fMRI and VB,yes,,https://www.ncbi.nlm.nih.gov/pmc/articles/5039236
17024324,Springer,"Journal of neural transmission (Vienna, Austri",2007,10.1007/s00702-006-0573-8,https://doi.org/10.1007/s00702-006-0573-8,https://pubmed.ncbi.nlm.nih.gov/17024324/,Structural brain abnormalities in early onset first-episode psychosis.,no,,
16685822,Springer,Medical image computing and computer-assisted ,2005,10.1007/11566465_1,https://doi.org/10.1007/11566465_1,https://pubmed.ncbi.nlm.nih.gov/16685822/,"Classification of structural images via high-dimensional image warping, robust feature extraction, and SVM.",yes,https://link.springer.com/content/pdf/10.1007%2F11566465_1.pdf,https://link.springer.com/content/pdf/10.1007%2F11566465_1.pdf
24562867,Springer,Neuroradiology,2014,10.1007/s00234-014-1325-3,https://doi.org/10.1007/s00234-014-1325-3,https://pubmed.ncbi.nlm.nih.gov/24562867/,Motor function deficits in schizophrenia: an fMRI and VBM study.,no,,
29230507,Springer,Neuroradiology,2018,10.1007/s00234-017-1954-4,https://doi.org/10.1007/s00234-017-1954-4,https://pubmed.ncbi.nlm.nih.gov/29230507/,Evidence for regional hippocampal damage in patients with schizophrenia.,yes,,https://www.ncbi.nlm.nih.gov/pmc/articles/7030975
32495122,Springer,Neuroscience bulletin,2020,10.1007/s12264-020-00520-8,https://doi.org/10.1007/s12264-020-00520-8,https://pubmed.ncbi.nlm.nih.gov/32495122/,A Systematic Characterization of Structural Brain Changes in Schizophrenia.,yes,https://link.springer.com/content/pdf/10.1007/s12264-020-00520-8.pdf,https://link.springer.com/content/pdf/10.1007/s12264-020-00520-8.pdf
32700142,Springer,Neuroscience bulletin,2020,10.1007/s12264-020-00543-1,https://doi.org/10.1007/s12264-020-00543-1,https://pubmed.ncbi.nlm.nih.gov/32700142/,Joint Multi-modal Parcellation of the Human Striatum: Functions and Clinical Relevance.,yes,https://link.springer.com/content/pdf/10.1007/s12264-020-00543-1.pdf,https://link.springer.com/content/pdf/10.1007/s12264-020-00543-1.pdf
25080851,Springer,Psychopharmacology,2015,10.1007/s00213-014-3670-7,https://doi.org/10.1007/s00213-014-3670-7,https://pubmed.ncbi.nlm.nih.gov/25080851/,Brain differences in first-episode schizophrenia treated with quetiapine: a deformation-based morphometric stu,no,,
28210783,Springer,Psychopharmacology,2017,10.1007/s00213-017-4533-9,https://doi.org/10.1007/s00213-017-4533-9,https://pubmed.ncbi.nlm.nih.gov/28210783/,A neuroimaging study of emotion-cognition interaction in schizophrenia: the effect of ziprasidone treatment.,no,,
17033628,Springer/Nature,Molecular psychiatry,2007,10.1038/sj.mp.4001915,https://doi.org/10.1038/sj.mp.4001915,https://pubmed.ncbi.nlm.nih.gov/17033628/,Brain morphological changes associated with exposure to HSV1 in first-episode schizophrenia.,no,,
15702141,Springer/Nature,Neuropsychopharmacology : official publication,2005,10.1038/sj.npp.1300603,https://doi.org/10.1038/sj.npp.1300603,https://pubmed.ncbi.nlm.nih.gov/15702141/,Different effects of typical and atypical antipsychotics on grey matter in first episode psychosis: the AESOP ,yes,https://www.nature.com/articles/1300603.pdf,https://www.nature.com/articles/1300603.pdf
17327887,Springer/Nature,Neuropsychopharmacology : official publication,2007,10.1038/sj.npp.1301347,https://doi.org/10.1038/sj.npp.1301347,https://pubmed.ncbi.nlm.nih.gov/17327887/,Focal gray matter changes in schizophrenia across the course of the illness: a 5-year follow-up study.,yes,https://www.nature.com/articles/1301347.pdf,https://www.nature.com/articles/1301347.pdf
19794403,Springer/Nature,Neuropsychopharmacology : official publication,2010,10.1038/npp.2009.140,https://doi.org/10.1038/npp.2009.140,https://pubmed.ncbi.nlm.nih.gov/19794403/,Reduced occipital and prefrontal brain volumes in dysbindin-associated schizophrenia.,yes,https://www.nature.com/articles/npp2009140.pdf,https://www.nature.com/articles/npp2009140.pdf
39506100,Springer/Nature,Neuropsychopharmacology : official publication,2025,10.1038/s41386-024-02021-y,https://doi.org/10.1038/s41386-024-02021-y,https://pubmed.ncbi.nlm.nih.gov/39506100/,Improved patient identification by incorporating symptom severity in deep learning using neuroanatomic images ,yes,,https://pmc.ncbi.nlm.nih.gov/articles/PMC11735835/
39907103,Taylor&Francis,Archives of suicide research : official journa,2025,10.1080/13811118.2025.2454581,https://doi.org/10.1080/13811118.2025.2454581,https://pubmed.ncbi.nlm.nih.gov/39907103/,Suicidal Behaviour Prior to First Episode Psychosis: Wider and More Widespread Grey-Matter Alterations.,no,,
23343453,Taylor&Francis,Cognitive neuropsychiatry,2013,10.1080/13546805.2012.760917,https://doi.org/10.1080/13546805.2012.760917,https://pubmed.ncbi.nlm.nih.gov/23343453/,Clozapine and visuospatial processing in treatment-resistant schizophrenia.,no,,
29485348,Taylor&Francis,Cognitive neuropsychiatry,2018,10.1080/13546805.2018.1444597,https://doi.org/10.1080/13546805.2018.1444597,https://pubmed.ncbi.nlm.nih.gov/29485348/,Impairment of perceptual metacognitive accuracy and reduced prefrontal grey matter volume in first-episode psy,yes,,https://figshare.com/articles/journal_contribution/Impairment_of_perceptual_metacognitive_accuracy_and_reduced_prefrontal_grey_matter_volume_in_first-episode_psychosis/23455391
30678541,Taylor&Francis,Cognitive neuropsychiatry,2019,10.1080/13546805.2019.1570100,https://doi.org/10.1080/13546805.2019.1570100,https://pubmed.ncbi.nlm.nih.gov/30678541/,The relationship between the Wechsler Memory Scale-Revised scores and whole-brain structure in patients with s,no,,
28290743,Taylor&Francis,Nordic journal of psychiatry,2017,10.1080/08039488.2017.1300323,https://doi.org/10.1080/08039488.2017.1300323,https://pubmed.ncbi.nlm.nih.gov/28290743/,Brain anatomy of symptom stratification in schizophrenia: a voxel-based morphometry study.,no,,
21943127,Taylor&Francis,Social neuroscience,2011,10.1080/17470919.2011.575693,https://doi.org/10.1080/17470919.2011.575693,https://pubmed.ncbi.nlm.nih.gov/21943127/,Social impairment in schizophrenia revealed by Autism-Spectrum Quotient correlated with gray matter reduction.,no,,
24047258,Taylor&Francis,Social neuroscience,2013,10.1080/17470919.2013.837094,https://doi.org/10.1080/17470919.2013.837094,https://pubmed.ncbi.nlm.nih.gov/24047258/,Impact of gray matter reductions on theory of mind abilities in patients with schizophrenia.,no,,
28805504,Taylor&Francis,Social neuroscience,2018,10.1080/17470919.2017.1366363,https://doi.org/10.1080/17470919.2017.1366363,https://pubmed.ncbi.nlm.nih.gov/28805504/,Neural basis of altered earlier attention and higher order biological motion processing in schizophrenia.,yes,,https://doi.org/10.1080/17470919.2017.1366363
16318996,Taylor&Francis,The International journal of neuroscience,2006,10.1080/00207450690962244,https://doi.org/10.1080/00207450690962244,https://pubmed.ncbi.nlm.nih.gov/16318996/,Mr morphometry analysis of grey matter volume reduction in schizophrenia: association with hallucinations.,no,,
27403591,Taylor&Francis,The world journal of biological psychiatry : t,2016,10.1080/15622975.2016.1199893,https://doi.org/10.1080/15622975.2016.1199893,https://pubmed.ncbi.nlm.nih.gov/27403591/,Hippocampal volume in first-episode schizophrenia and longitudinal course of the illness.,no,,
26952899,Wiley,Acta neuropsychiatrica,2011,10.1111/j.1601-5215.2011.00547.x,https://doi.org/10.1111/j.1601-5215.2011.00547.x,https://pubmed.ncbi.nlm.nih.gov/26952899/,Neuroimaging study in subjects at high risk of psychosis revealed by the Rorschach test and first-episode schi,no,,
19016669,Wiley,Acta psychiatrica Scandinavica,2009,10.1111/j.1600-0447.2008.01297.x,https://doi.org/10.1111/j.1600-0447.2008.01297.x,https://pubmed.ncbi.nlm.nih.gov/19016669/,Regional gray matter reduction and theory of mind deficit in the early phase of schizophrenia: a voxel-based m,no,,
21054282,Wiley,Acta psychiatrica Scandinavica,2011,10.1111/j.1600-0447.2010.01635.x,https://doi.org/10.1111/j.1600-0447.2010.01635.x,https://pubmed.ncbi.nlm.nih.gov/21054282/,Gray matter volume deficits and correlation with insight and negative symptoms in first-psychotic-episode subj,no,,
21219267,Wiley,Acta psychiatrica Scandinavica,2011,10.1111/j.1600-0447.2010.01667.x,https://doi.org/10.1111/j.1600-0447.2010.01667.x,https://pubmed.ncbi.nlm.nih.gov/21219267/,Correlations of cerebello-thalamo-prefrontal structure and neurological soft signs in patients with first-epis,yes,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/j.1600-0447.2010.01667.x,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/j.1600-0447.2010.01667.x
23216145,Wiley,Acta psychiatrica Scandinavica,2013,10.1111/acps.12051,https://doi.org/10.1111/acps.12051,https://pubmed.ncbi.nlm.nih.gov/23216145/,Anatomical substrates of cognitive and clinical dimensions in first episode schizophrenia.,yes,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/acps.12051,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/acps.12051
26038817,Wiley,Acta psychiatrica Scandinavica,2015,10.1111/acps.12455,https://doi.org/10.1111/acps.12455,https://pubmed.ncbi.nlm.nih.gov/26038817/,Childhood neglect predicts disorganization in schizophrenia through grey matter decrease in dorsolateral prefr,no,,
27105136,Wiley,Acta psychiatrica Scandinavica,2016,10.1111/acps.12579,https://doi.org/10.1111/acps.12579,https://pubmed.ncbi.nlm.nih.gov/27105136/,Similar white matter but opposite grey matter changes in schizophrenia and high-functioning autism.,no,,
22340281,Wiley,Addiction biology,2013,10.1111/j.1369-1600.2012.00437.x,https://doi.org/10.1111/j.1369-1600.2012.00437.x,https://pubmed.ncbi.nlm.nih.gov/22340281/,The impact of alcohol dependence on social brain function.,no,,
25044277,Wiley,"American journal of medical genetics. Part B, ",2014,10.1002/ajmg.b.32249,https://doi.org/10.1002/ajmg.b.32249,https://pubmed.ncbi.nlm.nih.gov/25044277/,The miR-137 schizophrenia susceptibility variant rs1625579 does not predict variability in brain volume in a s,yes,,http://hdl.handle.net/2262/75607
21320250,Wiley,Bipolar disorders,2011,10.1111/j.1399-5618.2011.00896.x,https://doi.org/10.1111/j.1399-5618.2011.00896.x,https://pubmed.ncbi.nlm.nih.gov/21320250/,A population-based morphometric MRI study in patients with first-episode psychotic bipolar disorder: compariso,no,,
22017223,Wiley,Bipolar disorders,2011,10.1111/j.1399-5618.2011.00953.x,https://doi.org/10.1111/j.1399-5618.2011.00953.x,https://pubmed.ncbi.nlm.nih.gov/22017223/,Structural brain abnormalities in first-episode psychosis: differences between affective psychoses and schizop,no,,
18266214,Wiley,Human brain mapping,2009,10.1002/hbm.20540,https://doi.org/10.1002/hbm.20540,https://pubmed.ncbi.nlm.nih.gov/18266214/,Source-based morphometry: the use of independent component analysis to identify gray matter differences with a,yes,,https://www.ncbi.nlm.nih.gov/pmc/articles/2751641
19777553,Wiley,Human brain mapping,2010,10.1002/hbm.20865,https://doi.org/10.1002/hbm.20865,https://pubmed.ncbi.nlm.nih.gov/19777553/,Source-based morphometry of gray matter volume in men with first-episode schizophrenia.,yes,,https://www.ncbi.nlm.nih.gov/pmc/articles/6870796
21484952,Wiley,Human brain mapping,2012,10.1002/hbm.21246,https://doi.org/10.1002/hbm.21246,https://pubmed.ncbi.nlm.nih.gov/21484952/,Thalamic-insular dysconnectivity in schizophrenia: evidence from structural equation modeling.,yes,,https://www.ncbi.nlm.nih.gov/pmc/articles/6870155
22213454,Wiley,Human brain mapping,2013,10.1002/hbm.21490,https://doi.org/10.1002/hbm.21490,https://pubmed.ncbi.nlm.nih.gov/22213454/,Frontotemporoparietal asymmetry and lack of illness awareness in schizophrenia.,yes,,https://www.ncbi.nlm.nih.gov/pmc/articles/6870294
22241649,Wiley,Human brain mapping,2012,10.1002/hbm.21349,https://doi.org/10.1002/hbm.21349,https://pubmed.ncbi.nlm.nih.gov/22241649/,Disease and genetic contributions toward local tissue volume disturbances in schizophrenia: a tensor-based mor,no,,
23008170,Wiley,Human brain mapping,2014,10.1002/hbm.22162,https://doi.org/10.1002/hbm.22162,https://pubmed.ncbi.nlm.nih.gov/23008170/,Key functional circuitry altered in schizophrenia involves parietal regions associated with sense of self.,yes,,https://www.ncbi.nlm.nih.gov/pmc/articles/6869177
24909300,Wiley,Human brain mapping,2014,10.1002/hbm.22560,https://doi.org/10.1002/hbm.22560,https://pubmed.ncbi.nlm.nih.gov/24909300/,A brain-wide association study of DISC1 genetic variants reveals a relationship with the structure and functio,yes,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/hbm.22560?download=true,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/hbm.22560?download=true
29349864,Wiley,Human brain mapping,2018,10.1002/hbm.23952,https://doi.org/10.1002/hbm.23952,https://pubmed.ncbi.nlm.nih.gov/29349864/,"The morphometric co-atrophy networking of schizophrenia, autistic and obsessive spectrum disorders.",yes,,http://hdl.handle.net/2318/1689783
20027592,Wiley,Journal of magnetic resonance imaging : JMRI,2010,10.1002/jmri.22017,https://doi.org/10.1002/jmri.22017,https://pubmed.ncbi.nlm.nih.gov/20027592/,Cerebral asymmetry in patients with schizophrenia: a voxel-based morphometry (VBM) and diffusion tensor imagin,yes,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/jmri.22017,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/jmri.22017
20572905,Wiley,Journal of neuroimaging : official journal of ,2011,10.1111/j.1552-6569.2010.00504.x,https://doi.org/10.1111/j.1552-6569.2010.00504.x,https://pubmed.ncbi.nlm.nih.gov/20572905/,Gray matter alterations in first-admission adolescents with schizophrenia.,no,,
32207187,Wiley,NMR in biomedicine,2020,10.1002/nbm.4294,https://doi.org/10.1002/nbm.4294,https://pubmed.ncbi.nlm.nih.gov/32207187/,Covarying structural alterations in laterality of the temporal lobe in schizophrenia: A case for source-based ,yes,,https://www.ncbi.nlm.nih.gov/pmc/articles/8311554
23252928,Wiley,Psychiatry and clinical neurosciences,2012,10.1111/j.1440-1819.2012.02397.x,https://doi.org/10.1111/j.1440-1819.2012.02397.x,https://pubmed.ncbi.nlm.nih.gov/23252928/,Discrimination of female schizophrenia patients from healthy women using multiple structural brain measures ob,yes,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/j.1440-1819.2012.02397.x,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/j.1440-1819.2012.02397.x
23331283,Wiley,Psychiatry and clinical neurosciences,2013,10.1111/pcn.12003,https://doi.org/10.1111/pcn.12003,https://pubmed.ncbi.nlm.nih.gov/23331283/,Effects of menopause on brain structural changes in schizophrenia.,no,,
