id	PositiveTail 1	PositiveTail 2	PositiveTail 3	PositiveTail 4	PositiveTail 5	PositiveTail 6	PositiveTail 7	PositiveTail 8	PositiveTail 9
20520767-20520767_analysis_5	0	1	0	0	0	0	0	0	0
20520767-20520767_analysis_6	0	1	0	0	0	0	0	0	0
20560820-20560820_analysis_0	0	21	4	0	0	0	0	0	0
20560820-20560820_analysis_1	0	11	1	0	0	0	0	0	0
20560820-20560820_analysis_10	1	2	0	0	0	0	0	0	0
20560820-20560820_analysis_11	0	3	1	0	0	0	0	0	0
20560820-20560820_analysis_2	1	25	6	0	0	0	0	0	0
20560820-20560820_analysis_3	0	15	1	0	0	0	0	0	0
20560820-20560820_analysis_4	0	11	2	0	0	0	0	0	0
20560820-20560820_analysis_5	0	8	0	0	0	0	0	0	0
20560820-20560820_analysis_6	0	14	1	0	0	0	0	0	0
20560820-20560820_analysis_7	1	5	0	0	0	0	0	0	0
20560820-20560820_analysis_8	1	6	5	0	0	0	0	0	0
20560820-20560820_analysis_9	2	9	0	0	0	0	0	0	0
20570742-20570742_analysis_0	0	3	2	0	0	0	0	0	0
20570742-20570742_analysis_1	0	2	0	0	0	0	0	0	0
20570742-20570742_analysis_2	2	8	3	0	0	0	0	0	0
20570742-20570742_analysis_3	1	5	0	0	0	0	0	0	0
20600991-20600991_analysis_0	0	2	1	0	0	0	0	0	0
20600991-20600991_analysis_1	0	2	1	0	0	0	0	0	0
20600991-20600991_analysis_2	0	0	1	0	0	0	0	0	0
20600991-20600991_analysis_3	0	4	0	0	0	0	0	0	0
20600991-20600991_analysis_4	0	4	0	0	0	0	0	0	0
20600991-20600991_analysis_5	0	1	0	0	0	0	0	0	0
20600991-20600991_analysis_6	0	4	0	0	0	0	0	0	0
20600991-20600991_analysis_7	0	3	1	0	0	0	0	0	0
20644633-20644633_analysis_0	0	2	0	0	0	0	0	0	0
20644633-20644633_analysis_1	0	0	0	0	0	0	0	0	0
20644633-20644633_analysis_2	0	3	0	0	0	0	0	0	0
20644633-20644633_analysis_3	0	1	0	0	0	0	0	0	0
20644633-20644633_analysis_4	1	0	0	0	0	0	0	0	0
20644633-20644633_analysis_5	1	1	0	0	0	0	0	0	0
20656041-20656041_analysis_0	0	2	0	0	0	0	0	0	0
20656041-20656041_analysis_1	0	5	0	0	0	0	0	0	0
20656041-20656041_analysis_2	0	0	0	0	0	0	0	0	0
20656041-20656041_analysis_3	0	3	0	0	0	0	0	0	0
20656041-20656041_analysis_4	0	0	0	0	0	0	0	0	0
20656041-20656041_analysis_5	0	2	0	0	0	0	0	0	0
20656041-20656041_analysis_6	0	0	0	0	0	0	0	0	0
20656041-20656041_analysis_7	0	1	0	0	0	0	0	0	0
20797730-20797730_analysis_0	0	3	1	0	0	0	0	0	0
20797730-20797730_analysis_1	0	4	1	0	0	0	0	0	0
20797730-20797730_analysis_10	0	0	0	0	0	0	0	0	0
20797730-20797730_analysis_11	0	0	0	0	0	0	0	0	0
20797730-20797730_analysis_12	0	3	3	0	0	0	0	0	0
20797730-20797730_analysis_13	0	0	0	0	0	0	0	0	0
20797730-20797730_analysis_2	1	2	1	0	0	0	0	0	0
20797730-20797730_analysis_3	0	0	0	0	0	0	0	0	0
20797730-20797730_analysis_4	0	0	4	0	0	0	0	0	0
20797730-20797730_analysis_5	0	3	1	0	0	0	0	0	0
20797730-20797730_analysis_6	0	3	0	0	0	0	0	0	0
20797730-20797730_analysis_7	0	0	0	0	0	0	0	0	0
20797730-20797730_analysis_8	0	5	1	0	0	0	0	0	0
20797730-20797730_analysis_9	0	4	1	0	0	0	0	0	0
20923708-20923708_analysis_0	0	4	2	0	0	0	0	0	0
20923708-20923708_analysis_1	0	2	0	0	0	0	0	0	0
20977559-20977559_analysis_0	0	4	4	0	0	0	0	0	0
20977559-20977559_analysis_1	0	4	3	0	0	0	0	0	0
20978908-20978908_analysis_0	0	11	1	0	0	0	0	0	0
20978908-20978908_analysis_1	0	8	0	0	0	0	0	0	0
21172325-21172325_analysis_0	1	7	2	0	0	0	0	0	0
21206532-21206532_analysis_0	0	10	0	0	0	0	0	0	0
21249224-21249224_analysis_0	0	16	3	0	0	0	0	0	0
21320516-21320516_analysis_0	1	3	3	0	0	0	0	0	0
21320516-21320516_analysis_1	0	0	2	0	0	0	0	0	0
21350872-21350872_analysis_0	0	2	0	0	0	0	0	0	0
21350872-21350872_analysis_1	0	2	0	0	0	0	0	0	0
21350872-21350872_analysis_2	0	5	0	0	0	0	0	0	0
21350872-21350872_analysis_3	0	1	0	0	0	0	0	0	0
21350872-21350872_analysis_4	0	2	0	0	0	0	0	0	0
21350872-21350872_analysis_5	0	18	0	0	0	0	0	0	0
21350872-21350872_analysis_6	0	11	0	0	0	0	0	0	0
21356316-21356316_analysis_0	0	0	0	0	0	0	0	0	0
21356316-21356316_analysis_1	0	5	0	0	0	0	0	0	0
21356316-21356316_analysis_2	0	0	5	0	0	0	0	0	0
21356318-21356318_analysis_0	1	2	2	0	0	0	0	0	0
21375598-21375598_analysis_0	0	9	0	0	0	0	0	0	0
21375598-21375598_analysis_1	0	0	0	0	0	0	0	0	0
21375598-21375598_analysis_2	0	5	1	0	0	0	0	0	0
21375598-21375598_analysis_3	0	0	0	0	0	0	0	0	0
21375598-21375598_analysis_4	0	2	0	0	0	0	0	0	0
21375598-21375598_analysis_5	0	0	0	0	0	0	0	0	0
21375598-21375598_analysis_6	0	1	0	0	0	0	0	0	0
21484518-21484518_analysis_0	0	7	0	0	0	0	0	0	0
21531100-21531100_analysis_0	0	8	0	0	0	0	0	0	0
21531100-21531100_analysis_1	0	9	0	0	0	0	0	0	0
21531384-21531384_analysis_0	3	3	4	0	0	0	0	0	0
21569855-21569855_analysis_0	1	9	2	0	0	0	0	0	0
21586330-21586330_analysis_0	1	6	1	0	0	0	0	0	0
21586330-21586330_analysis_1	2	3	2	0	0	0	0	0	0
21586330-21586330_analysis_2	1	2	1	0	0	0	0	0	0
21586330-21586330_analysis_3	1	3	0	0	0	0	0	0	0
21600991-21600991_analysis_0	0	0	1	0	0	0	0	0	0
21600991-21600991_analysis_1	1	0	1	0	0	0	0	0	0
21625502-21625502_analysis_0	3	8	1	0	0	0	0	0	0
21625502-21625502_analysis_1	3	6	0	0	0	0	0	0	0
21664277-21664277_analysis_0	1	9	6	0	0	0	0	0	0
21664277-21664277_analysis_1	0	10	0	0	0	0	0	0	0
21703352-21703352_analysis_0	0	3	1	0	0	0	0	0	0
21703352-21703352_analysis_1	0	3	0	0	0	0	0	0	0
21703352-21703352_analysis_2	0	1	1	0	0	0	0	0	0
21763435-21763435_analysis_0	0	4	1	0	0	0	0	0	0
21763435-21763435_analysis_1	1	3	2	0	0	0	0	0	0
21763435-21763435_analysis_10	0	0	16	0	0	0	0	0	0
21763435-21763435_analysis_11	0	12	0	0	0	0	0	0	0
21763435-21763435_analysis_12	0	0	0	0	0	0	0	0	0
21763435-21763435_analysis_2	0	0	1	0	0	0	0	0	0
21763435-21763435_analysis_3	0	4	3	0	0	0	0	0	0
21763435-21763435_analysis_4	0	1	1	0	0	0	0	0	0
21763435-21763435_analysis_5	1	3	2	0	0	0	0	0	0
21763435-21763435_analysis_6	0	0	0	0	0	0	0	0	0
21763435-21763435_analysis_7	0	0	0	0	0	0	0	0	0
21763435-21763435_analysis_8	0	1	0	0	0	0	0	0	0
21763435-21763435_analysis_9	0	4	0	0	0	0	0	0	0
21782846-21782846_analysis_0	0	18	0	0	0	0	0	0	0
21831605-21831605_analysis_0	0	2	1	0	0	0	0	0	0
21831605-21831605_analysis_1	0	3	0	0	0	0	0	0	0
21872451-21872451_analysis_0	2	15	5	0	0	0	0	0	0
21872451-21872451_analysis_1	0	2	0	0	0	0	0	0	0
21872451-21872451_analysis_2	0	5	3	0	0	0	0	0	0
21881566-21881566_analysis_0	0	9	3	0	0	0	0	0	0
21881566-21881566_analysis_1	0	0	1	0	0	0	0	0	0
21881566-21881566_analysis_2	0	2	1	0	0	0	0	0	0
21881566-21881566_analysis_3	0	0	2	0	0	0	0	0	0
21881566-21881566_analysis_4	0	4	0	0	0	0	0	0	0
21955370-21955370_analysis_0	0	6	1	0	0	0	0	0	0
21955370-21955370_analysis_1	0	0	0	0	0	0	0	0	0
21955370-21955370_analysis_2	0	6	3	0	0	0	0	0	0
21955370-21955370_analysis_3	0	0	0	0	0	0	0	0	0
21955370-21955370_analysis_4	0	2	0	0	0	0	0	0	0
21955370-21955370_analysis_5	0	0	0	0	0	0	0	0	0
21981758-21981758_analysis_0	0	4	0	0	0	0	0	0	0
21981758-21981758_analysis_1	1	4	0	0	0	0	0	0	0
21981758-21981758_analysis_2	0	0	0	0	0	0	0	0	0
21981758-21981758_analysis_3	1	0	1	0	0	0	0	0	0
21981758-21981758_analysis_4	0	1	0	0	0	0	0	0	0
21981758-21981758_analysis_5	0	0	0	0	0	0	0	0	0
21981758-21981758_analysis_6	0	0	0	0	0	0	0	0	0
21981758-21981758_analysis_7	0	0	0	0	0	0	0	0	0
21981758-21981758_analysis_8	0	1	0	0	0	0	0	0	0
21998649-21998649_analysis_0	0	4	0	0	0	0	0	0	0
21998649-21998649_analysis_1	0	5	1	0	0	0	0	0	0
21998649-21998649_analysis_2	0	5	2	0	0	0	0	0	0
21998649-21998649_analysis_3	0	0	1	0	0	0	0	0	0
22003388-22003388_analysis_0	0	4	0	0	0	0	0	0	0
22003388-22003388_analysis_1	0	6	2	0	0	0	0	0	0
22003388-22003388_analysis_2	0	3	0	0	0	0	0	0	0
22003388-22003388_analysis_3	0	1	1	0	0	0	0	0	0
22019361-22019361_analysis_0	0	0	0	0	0	0	0	0	0
22019857-22019857_analysis_0	0	7	0	0	0	0	0	0	0
22019857-22019857_analysis_1	1	13	3	0	0	0	0	0	0
22019857-22019857_analysis_2	0	5	0	0	0	0	0	0	0
22019857-22019857_analysis_3	2	3	4	0	0	0	0	0	0
22019857-22019857_analysis_4	0	0	0	0	0	0	0	0	0
22019860-22019860_analysis_0	0	6	0	0	0	0	0	0	0
22019860-22019860_analysis_1	0	2	0	0	0	0	0	0	0
22062191-22062191_analysis_0	0	11	0	0	0	0	0	0	0
22120754-22120754_analysis_0	1	14	4	0	0	0	0	0	0
22120754-22120754_analysis_1	0	15	5	0	0	0	0	0	0
22120754-22120754_analysis_2	0	3	1	0	0	0	0	0	0
22154962-22154962_analysis_0	2	5	0	0	0	0	0	0	0
22154962-22154962_analysis_1	1	1	2	0	0	0	0	0	0
22154962-22154962_analysis_2	0	0	3	0	0	0	0	0	0
22154962-22154962_analysis_3	0	0	0	0	0	0	0	0	0
22154962-22154962_analysis_4	0	2	0	0	0	0	0	0	0
22154962-22154962_analysis_5	0	0	0	0	0	0	0	0	0
22174872-22174872_analysis_0	0	6	0	0	0	0	0	0	0
22174872-22174872_analysis_1	0	3	1	0	0	0	0	0	0
22174872-22174872_analysis_2	0	5	1	0	0	0	0	0	0
22306799-22306799_analysis_0	0	6	2	1	0	0	0	0	0
22306799-22306799_analysis_1	0	0	0	0	0	0	0	0	0
22353205-22353205_analysis_0	0	1	0	0	0	0	0	0	0
22353205-22353205_analysis_1	0	7	0	0	0	0	0	0	0
22371086-22371086_analysis_0	2	9	3	0	0	0	0	0	0
22371086-22371086_analysis_1	1	6	0	0	0	0	0	0	0
22371086-22371086_analysis_2	0	5	2	0	0	0	0	0	0
22371086-22371086_analysis_3	0	0	0	0	0	0	0	0	0
22371086-22371086_analysis_4	0	0	1	0	0	0	0	0	0
22371086-22371086_analysis_5	0	1	0	0	0	0	0	0	0
22439896-22439896_analysis_0	2	3	2	0	0	0	0	0	0
22439896-22439896_analysis_1	0	3	0	0	0	0	0	0	0
22439896-22439896_analysis_2	0	2	0	0	0	0	0	0	0
22439896-22439896_analysis_3	0	2	0	0	0	0	0	0	0
22505222-22505222_analysis_0	0	2	0	0	0	0	0	0	0
22505222-22505222_analysis_1	1	1	0	0	0	0	0	0	0
22505222-22505222_analysis_2	0	1	0	0	0	0	0	0	0
22505222-22505222_analysis_3	0	0	2	0	0	0	0	0	0
22505330-22505330_analysis_0	1	4	1	0	0	0	0	0	0
22505330-22505330_analysis_1	0	2	0	0	0	0	0	0	0
22505330-22505330_analysis_10	0	2	0	0	0	0	0	0	0
22505330-22505330_analysis_11	0	0	0	0	0	0	0	0	0
22505330-22505330_analysis_2	2	6	2	0	0	0	0	0	0
22505330-22505330_analysis_3	0	5	0	0	0	0	0	0	0
22505330-22505330_analysis_4	0	1	0	0	0	0	0	0	0
22505330-22505330_analysis_5	0	0	0	0	0	0	0	0	0
22505330-22505330_analysis_6	0	3	0	0	0	0	0	0	0
22505330-22505330_analysis_7	0	0	0	0	0	0	0	0	0
22505330-22505330_analysis_8	0	1	1	0	0	0	0	0	0
22505330-22505330_analysis_9	0	0	0	0	0	0	0	0	0
22563003-22563003_analysis_0	0	6	2	0	0	0	0	0	0
22590530-22590530_analysis_0	0	2	0	0	0	0	0	0	0
22590530-22590530_analysis_1	0	0	0	0	0	0	0	0	0
22590530-22590530_analysis_10	0	1	0	0	0	0	0	0	0
22590530-22590530_analysis_11	0	1	0	0	0	0	0	0	0
22590530-22590530_analysis_12	0	3	0	0	0	0	0	0	0
22590530-22590530_analysis_13	0	0	0	0	0	0	0	0	0
22590530-22590530_analysis_14	0	0	0	0	0	0	0	0	0
22590530-22590530_analysis_15	0	0	0	0	0	0	0	0	0
22590530-22590530_analysis_2	0	2	1	0	0	0	0	0	0
22590530-22590530_analysis_3	0	1	0	0	0	0	0	0	0
22590530-22590530_analysis_4	1	2	0	0	0	0	0	0	0
22590530-22590530_analysis_5	0	2	0	0	0	0	0	0	0
22590530-22590530_analysis_6	1	2	0	0	0	0	0	0	0
22590530-22590530_analysis_7	0	2	1	0	0	0	0	0	0
22590530-22590530_analysis_8	0	2	0	0	0	0	0	0	0
22590530-22590530_analysis_9	0	4	0	0	0	0	0	0	0
22647521-22647521_analysis_0	0	0	1	0	0	0	0	0	0
22678652-22678652_analysis_0	1	3	2	0	0	0	0	0	0
22678652-22678652_analysis_1	1	2	0	0	0	0	0	0	0
22695257-22695257_analysis_0	0	3	0	0	0	0	0	0	0
22695257-22695257_analysis_1	0	0	1	0	0	0	0	0	0
22726841-22726841_analysis_0	0	0	1	0	0	0	0	0	0
22726841-22726841_analysis_1	0	3	1	0	0	0	0	0	0
22726841-22726841_analysis_2	0	0	1	0	0	0	0	0	0
22726841-22726841_analysis_3	0	0	1	0	0	0	0	0	0
22726841-22726841_analysis_4	0	1	1	0	0	0	0	0	0
22766167-22766167_analysis_0	0	6	3	0	0	0	0	0	0
22768085-22768085_analysis_0	0	0	0	0	0	0	0	0	0
22768085-22768085_analysis_1	0	1	0	0	0	0	0	0	0
22768085-22768085_analysis_2	0	0	0	0	0	0	0	0	0
22768085-22768085_analysis_3	0	0	0	0	0	0	0	0	0
22791801-22791801_analysis_0	0	10	1	0	0	0	0	0	0
22828495-22828495_analysis_0	0	4	0	0	0	0	0	0	0
22832521-22832521_analysis_0	0	8	1	0	0	0	0	0	0
22840551-22840551_analysis_0	0	7	3	0	0	0	0	0	0
22840551-22840551_analysis_1	0	3	0	0	0	0	0	0	0
22840551-22840551_analysis_2	0	1	0	0	0	0	0	0	0
22840551-22840551_analysis_3	0	3	3	0	0	0	0	0	0
22840551-22840551_analysis_4	0	1	4	0	0	0	0	0	0
22840551-22840551_analysis_5	0	0	2	0	0	0	0	0	0
22840551-22840551_analysis_6	0	2	1	0	0	0	0	0	0
22841755-22841755_analysis_0	0	0	0	0	0	0	0	0	0
22841755-22841755_analysis_1	0	0	0	0	0	0	0	0	0
22889284-22889284_analysis_0	0	16	2	0	0	0	0	0	0
22889284-22889284_analysis_1	0	7	0	0	0	0	0	0	0
22889284-22889284_analysis_2	0	7	1	0	0	0	0	0	0
22905026-22905026_analysis_0	0	16	2	0	0	0	0	0	0
22905026-22905026_analysis_1	0	3	1	0	0	0	0	0	0
23017597-23017597_analysis_0	0	2	0	0	0	0	0	0	0
23017597-23017597_analysis_1	0	1	0	0	0	0	0	0	0
23019245-23019245_analysis_0	1	11	0	0	0	0	0	0	0
23019245-23019245_analysis_1	0	30	0	0	0	0	0	0	0
23019245-23019245_analysis_2	0	35	0	0	0	0	0	0	0
23019245-23019245_analysis_3	0	11	0	0	0	0	0	0	0
23052545-23052545_analysis_0	0	2	0	0	0	0	0	0	0
23052545-23052545_analysis_1	0	0	0	0	0	0	0	0	0
23052545-23052545_analysis_10	0	9	0	0	0	0	0	0	0
23052545-23052545_analysis_11	0	8	0	0	0	0	0	0	0
23052545-23052545_analysis_12	0	3	0	0	0	0	0	0	0
23052545-23052545_analysis_13	0	5	0	0	0	0	0	0	0
23052545-23052545_analysis_14	0	0	0	0	0	0	0	0	0
23052545-23052545_analysis_15	1	8	0	0	0	0	0	0	0
23052545-23052545_analysis_16	0	6	0	0	0	0	0	0	0
23052545-23052545_analysis_17	0	7	0	0	0	0	0	0	0
23052545-23052545_analysis_18	0	3	0	0	0	0	0	0	0
23052545-23052545_analysis_19	0	6	0	0	0	0	0	0	0
23052545-23052545_analysis_2	0	3	0	0	0	0	0	0	0
23052545-23052545_analysis_20	0	5	0	0	0	0	0	0	0
23052545-23052545_analysis_21	0	0	0	0	0	0	0	0	0
23052545-23052545_analysis_22	0	0	1	0	0	0	0	0	0
23052545-23052545_analysis_23	0	5	0	0	0	0	0	0	0
23052545-23052545_analysis_24	0	4	0	0	0	0	0	0	0
23052545-23052545_analysis_25	0	4	0	0	0	0	0	0	0
23052545-23052545_analysis_26	0	6	0	0	0	0	0	0	0
23052545-23052545_analysis_27	0	8	0	0	0	0	0	0	0
23052545-23052545_analysis_28	0	0	0	0	0	0	0	0	0
23052545-23052545_analysis_29	0	3	0	0	0	0	0	0	0
23052545-23052545_analysis_3	0	4	1	0	0	0	0	0	0
23052545-23052545_analysis_30	0	0	1	0	0	0	0	0	0
23052545-23052545_analysis_31	0	3	0	0	0	0	0	0	0
23052545-23052545_analysis_32	2	3	0	0	0	0	0	0	0
23052545-23052545_analysis_4	0	6	0	0	0	0	0	0	0
23052545-23052545_analysis_5	0	4	0	0	0	0	0	0	0
23052545-23052545_analysis_6	0	4	0	0	0	0	0	0	0
23052545-23052545_analysis_7	0	1	0	0	0	0	0	0	0
23052545-23052545_analysis_8	0	1	0	0	0	0	0	0	0
23052545-23052545_analysis_9	0	8	0	0	1	0	0	0	0
23063451-23063451_analysis_0	0	1	0	0	0	0	0	0	0
23063451-23063451_analysis_1	0	4	1	0	0	0	0	0	0
23063451-23063451_analysis_2	0	2	1	0	0	0	0	0	0
23063451-23063451_analysis_3	0	0	0	0	0	0	0	0	0
23063451-23063451_analysis_4	0	0	0	0	0	0	0	0	0
23063451-23063451_analysis_5	0	0	0	0	0	0	0	0	0
23063451-23063451_analysis_6	0	5	2	0	0	0	0	0	0
23065480-23065480_analysis_0	0	8	0	0	0	0	0	0	0
23110882-23110882_analysis_0	1	0	1	0	0	0	0	0	0
23110882-23110882_analysis_1	0	3	0	0	0	0	0	0	0
23110882-23110882_analysis_2	2	19	3	0	0	0	0	0	0
23110882-23110882_analysis_3	0	15	1	0	0	0	0	0	0
23125131-23125131_analysis_0	0	2	0	0	0	0	0	0	0
23125131-23125131_analysis_1	0	7	0	0	0	0	0	0	0
23125131-23125131_analysis_2	0	3	0	0	0	0	0	0	0
23125131-23125131_analysis_3	0	2	0	0	0	0	0	0	0
23155450-23155450_analysis_0	0	0	0	0	0	0	0	0	0
23155450-23155450_analysis_1	0	10	0	0	0	0	0	0	0
23221019-23221019_analysis_0	0	2	0	0	0	0	0	0	0
23221019-23221019_analysis_1	0	1	0	0	0	0	0	0	0
23221019-23221019_analysis_2	0	1	1	0	0	0	0	0	0
23221019-23221019_analysis_3	0	1	1	0	0	0	0	0	0
23221019-23221019_analysis_4	0	1	2	0	0	0	0	0	0
23251653-23251653_analysis_0	0	2	0	0	0	0	0	0	0
23251653-23251653_analysis_1	0	3	0	0	0	0	0	0	0
23267322-23267322_analysis_0	0	1	0	0	0	0	0	0	0
23267322-23267322_analysis_1	0	2	1	0	0	0	0	0	0
23267322-23267322_analysis_2	0	2	0	0	0	0	0	0	0
23267322-23267322_analysis_3	0	1	0	0	0	0	0	0	0
23267322-23267322_analysis_4	0	0	0	0	0	0	0	0	0
23267322-23267322_analysis_5	0	3	0	0	0	0	0	0	0
23298748-23298748_analysis_0	0	3	0	0	0	0	0	0	0
23298748-23298748_analysis_1	0	1	0	0	0	0	0	0	0
23298748-23298748_analysis_2	0	4	1	0	0	0	0	0	0
23324559-23324559_analysis_0	0	11	2	0	0	0	0	0	0
23342130-23342130_analysis_0	4	25	6	0	0	0	0	0	0
23342130-23342130_analysis_1	2	22	2	0	0	0	0	0	0
23342130-23342130_analysis_2	0	10	2	0	0	0	0	0	0
23342130-23342130_analysis_3	3	27	2	0	0	0	0	0	0
23342130-23342130_analysis_4	0	0	0	0	0	0	0	0	0
23342130-23342130_analysis_5	0	1	0	0	0	0	0	0	0
23342130-23342130_analysis_6	0	4	2	0	0	0	0	0	0
23378834-23378834_analysis_0	0	11	2	0	0	0	0	0	0
23378834-23378834_analysis_1	0	8	2	0	0	0	0	0	0
23378834-23378834_analysis_10	0	5	0	0	0	0	0	0	0
23378834-23378834_analysis_11	0	0	0	0	0	0	0	0	0
23378834-23378834_analysis_12	0	5	1	0	0	0	0	0	0
23378834-23378834_analysis_13	1	4	1	0	0	0	0	0	0
23378834-23378834_analysis_14	0	0	0	0	0	0	0	0	0
23378834-23378834_analysis_2	1	14	2	0	0	0	0	0	0
23378834-23378834_analysis_3	1	5	2	0	0	0	0	0	0
23378834-23378834_analysis_4	2	1	0	0	0	0	0	0	0
23378834-23378834_analysis_5	1	1	0	0	0	0	0	0	0
23378834-23378834_analysis_6	0	0	0	0	0	0	0	0	0
23378834-23378834_analysis_7	1	2	1	0	0	0	0	0	0
23378834-23378834_analysis_8	1	1	0	0	0	0	0	0	0
23378834-23378834_analysis_9	2	2	2	0	0	0	0	0	0
23416087-23416087_analysis_0	0	11	0	0	0	0	0	0	0
23510581-23510581_analysis_0	1	7	2	0	0	0	0	0	0
23510581-23510581_analysis_1	1	2	1	0	0	0	0	0	0
23510581-23510581_analysis_2	0	3	0	0	0	0	0	0	0
23510581-23510581_analysis_3	1	0	1	0	0	0	0	0	0
23548839-23548839_analysis_0	0	2	0	0	0	0	0	0	0
23548839-23548839_analysis_1	0	7	0	0	0	0	0	0	0
23548839-23548839_analysis_2	0	2	0	0	0	0	0	0	0
23599165-23599165_analysis_0	0	5	1	0	0	0	0	0	0
23599165-23599165_analysis_1	0	0	0	0	0	0	0	0	0
23599165-23599165_analysis_2	1	0	1	0	0	0	0	0	0
23599165-23599165_analysis_3	0	0	0	0	0	0	0	0	0
23599165-23599165_analysis_4	0	2	0	0	0	0	0	0	0
23599165-23599165_analysis_5	0	0	1	0	0	0	0	0	0
23599165-23599165_analysis_6	1	5	1	0	0	0	0	0	0
23599165-23599165_analysis_7	0	1	0	0	0	0	0	0	0
23639347-23639347_analysis_0	0	5	5	0	0	0	0	0	0
23639347-23639347_analysis_1	0	7	0	0	0	0	0	0	0
23642469-23642469_analysis_0	0	0	1	0	0	0	0	0	0
23667619-23667619_analysis_0	1	2	1	0	0	0	0	0	0
23667619-23667619_analysis_1	0	4	0	0	0	0	0	0	0
23667619-23667619_analysis_2	0	4	0	0	0	0	0	0	0
23667619-23667619_analysis_3	0	4	1	0	0	0	0	0	0
23684882-23684882_analysis_0	0	9	1	0	0	0	0	0	0
23684882-23684882_analysis_1	0	0	0	0	0	0	0	0	0
23722983-23722983_analysis_0	1	0	1	0	0	0	0	0	0
23722983-23722983_analysis_1	0	2	0	0	0	0	0	0	0
23722983-23722983_analysis_2	0	3	1	0	0	0	0	0	0
23740734-23740734_analysis_0	0	1	0	0	0	0	0	0	0
23740734-23740734_analysis_1	0	3	0	0	0	0	0	0	0
23740734-23740734_analysis_2	0	1	0	0	0	0	0	0	0
23740734-23740734_analysis_3	0	0	0	0	0	0	0	0	0
23746615-23746615_analysis_0	0	1	1	0	0	0	0	0	0
23813661-23813661_analysis_0	0	15	3	0	0	0	0	0	0
23813661-23813661_analysis_1	0	14	0	0	0	0	0	0	0
23813661-23813661_analysis_2	3	3	0	0	0	0	0	0	0
23813661-23813661_analysis_3	0	3	1	0	0	0	0	0	0
23813661-23813661_analysis_4	0	0	1	0	0	0	0	0	0
23850465-23850465_analysis_0	0	0	1	0	0	0	0	0	0
23850465-23850465_analysis_1	0	1	0	0	0	0	0	0	0
23850465-23850465_analysis_2	0	0	0	0	0	0	0	0	0
23850465-23850465_analysis_3	0	0	0	0	0	0	0	0	0
23850465-23850465_analysis_4	0	0	0	0	0	0	0	0	0
23850465-23850465_analysis_5	0	0	0	0	0	0	0	0	0
23850465-23850465_analysis_6	0	1	0	0	0	0	0	0	0
23895223-23895223_analysis_0	0	1	3	0	0	0	0	0	0
23922755-23922755_analysis_0	2	3	4	0	0	0	0	0	0
23922755-23922755_analysis_1	2	0	5	0	0	0	0	0	0
23948645-23948645_analysis_0	0	13	0	0	0	0	0	0	0
23948645-23948645_analysis_1	0	14	0	0	0	0	0	0	0
23948645-23948645_analysis_2	0	0	0	0	0	0	0	0	0
23948645-23948645_analysis_3	4	11	3	0	0	0	0	0	0
24040207-24040207_analysis_0	0	3	0	0	0	0	0	0	0
24040207-24040207_analysis_1	0	7	0	0	0	0	0	0	0
24055199-24055199_analysis_0	0	4	1	0	0	0	0	0	0
24067301-24067301_analysis_0	0	5	2	0	0	0	0	0	0
24067301-24067301_analysis_1	0	0	0	0	0	0	0	0	0
24067301-24067301_analysis_2	0	0	0	0	0	0	0	0	0
24067301-24067301_analysis_3	0	0	0	0	0	0	0	0	0
24067301-24067301_analysis_4	0	11	1	0	0	0	0	0	0
24067301-24067301_analysis_5	0	1	0	0	0	0	0	0	0
24067301-24067301_analysis_6	0	0	0	0	0	0	0	0	0
24067301-24067301_analysis_7	0	0	0	0	0	0	0	0	0
24076206-24076206_analysis_0	0	0	0	0	0	0	0	0	0
24191160-24191160_analysis_0	1	3	0	0	0	0	0	0	0
24191160-24191160_analysis_1	0	2	0	0	0	0	0	0	0
24243619-24243619_analysis_0	0	3	1	0	0	0	0	0	0
24243619-24243619_analysis_1	0	5	0	0	0	0	0	0	0
24243619-24243619_analysis_2	2	1	0	0	0	0	0	0	0
24294841-24294841_analysis_0	0	4	0	0	0	0	0	0	0
24294841-24294841_analysis_1	1	7	1	0	0	0	0	0	0
24294841-24294841_analysis_2	0	4	0	0	0	0	0	0	0
24294841-24294841_analysis_3	0	1	0	0	0	0	0	0	0
24294841-24294841_analysis_4	0	0	0	0	0	0	0	0	0
24294841-24294841_analysis_5	0	0	1	0	0	0	0	0	0
24294841-24294841_analysis_6	0	0	0	0	0	0	0	0	0
24294841-24294841_analysis_7	0	0	0	0	0	0	0	0	0
24294906-24294906_analysis_0	3	3	1	0	0	0	0	0	0
24294906-24294906_analysis_1	0	0	1	0	0	0	0	0	0
24324679-24324679_analysis_0	0	9	1	0	0	0	0	0	0
24324679-24324679_analysis_1	0	0	0	0	0	0	0	0	0
24324679-24324679_analysis_10	0	0	0	0	0	0	0	0	0
24324679-24324679_analysis_2	0	0	0	0	0	0	0	0	0
24324679-24324679_analysis_3	0	2	1	0	0	0	0	0	0
24324679-24324679_analysis_4	0	4	0	0	0	1	0	0	0
24324679-24324679_analysis_5	0	2	2	0	0	0	0	0	0
24324679-24324679_analysis_6	1	0	0	0	0	0	0	0	0
24324679-24324679_analysis_7	0	1	0	0	0	0	0	0	0
24324679-24324679_analysis_8	0	2	0	0	0	0	0	0	0
24324679-24324679_analysis_9	0	0	0	0	0	0	0	0	0
